row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014(Trình bày lại),numeric__Năm 2015,numeric__Năm 2014(Trình bày lại)
,,,VND,VND,,
Doanh thu của hợp đồng hợp tác kinh doanh,Doanh thu của hợp đồng hợp tác kinh doanh,Doanh thu của hợp đồng hợp tác kinh doanh,55.545.083.015,62.611.549.764,55545083015.0,62611549764.0
Giá vốn của hợp đồng hợp tác kinh doanh,Giá vốn của hợp đồng hợp tác kinh doanh,Giá vốn của hợp đồng hợp tác kinh doanh,50.431.583.393,46.560.830.257,50431583393.0,46560830257.0
Chi phí khác của hợp đồng hợp tác kinh doanh,Chi phí khác của hợp đồng hợp tác kinh doanh,Chi phí khác của hợp đồng hợp tác kinh doanh,822.971.022,(22.889.833.834),822971022.0,-22889833834.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,943.916.292,8.566.921.735,943916292.0,8566921735.0
Lợi nhuận thuần sau thuế thu nhập doanh nghiệp,Lợi nhuận thuần sau thuế thu nhập doanh nghiệp,Lợi nhuận thuần sau thuế thu nhập doanh nghiệp,3.346.612.308,30.373.631.606,3346612308.0,30373631606.0
Phân chia theo tỷ lệ góp vốn:,Phân chia theo tỷ lệ góp vốn:,Phân chia theo tỷ lệ góp vốn:,,,,
- Tổng Công ty Khl Việt Nam - Công ty cổ phần,Phân chia theo tỷ lệ góp vốn: > - Tổng Công ty Khl Việt Nam - Công ty cổ phần,- Tổng Công ty Khl Việt Nam - Công ty cổ phần,2.352.400.779,21.376.294.559,2352400779.0,21376294559.0
- Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty cổ phần,Phân chia theo tỷ lệ góp vốn: > - Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty cổ phần,- Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty cổ phần,600.978.423,5.522.227.731,600978423.0,5522227731.0
- Công ty Cổ phần Địa ốc Phú Long,Phân chia theo tỷ lệ góp vốn: > - Công ty Cổ phần Địa ốc Phú Long,- Công ty Cổ phần Địa ốc Phú Long,393.233.106,3.475.109.316,393233106.0,3475109316.0
