row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2014,31/12/2014_1,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2014,numeric__31/12/2014_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,4.012.120.392,-,22.880.764.149,-,4012120392.0,,22880764149.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",708.237.695.550,(73.443.639.780),768.639.033.744,(65.139.011.163),708237695550.0,-73443639780.0,768639033744.0,-65139011163.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",90.654.021.318,-,75.015.052.265,-,90654021318.0,,75015052265.0,
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",13.418.209.797,-,41.186.395.773,-,13418209797.0,,41186395773.0,
Thành phẩm,Thành phẩm,Thành phẩm,206.601.776.089,-,250.895.423.892,-,206601776089.0,,250895423892.0,
Hàng hoá,Hàng hoá,Hàng hoá,281.333.943.185,(18.749.764.157),777.489.262.131,(10.504.154.574),281333943185.0,-18749764157.0,777489262131.0,-10504154574.0
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,133.479.918,-,31.738.363,-,133479918.0,,31738363.0,
Cộng,Cộng,Cộng,1.304.391.246.249,(92.193.403.937),1.936.137.670.317,(75.643.165.737),1304391246249.0,-92193403937.0,1936137670317.0,-75643165737.0
