row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014(Trình bày lại),numeric__31/12/2015,numeric__31/12/2014(Trình bày lại)
,,,VND,VND,,
Trích trước chi phí mua và xử lý khí,Trích trước chi phí mua và xử lý khí,Trích trước chi phí mua và xử lý khí,3.585.967.832.358,942.080.835.932,3585967832358.0,942080835932.0
Phải trả công trình Hệ thống phân phối khí thấp áp KCN,Phải trả công trình Hệ thống phân phối khí thấp áp KCN,Phải trả công trình Hệ thống phân phối khí thấp áp KCN,161.604.042.303,-,161604042303.0,
Tiền Hải Thái Bình,Tiền Hải Thái Bình,Tiền Hải Thái Bình,,,,
Chi phí nhà điều hành Nam Côn Sơn,Tiền Hải Thái Bình > Chi phí nhà điều hành Nam Côn Sơn,Chi phí nhà điều hành Nam Côn Sơn,46.556.246.119,13.114.873.205,46556246119.0,13114873205.0
Trích trước chi phí vận hành mỏ Rồng Đồi Mồi và Vòm,Tiền Hải Thái Bình > Trích trước chi phí vận hành mỏ Rồng Đồi Mồi và Vòm,Trích trước chi phí vận hành mỏ Rồng Đồi Mồi và Vòm,28.346.328.592,15.449.452.898,28346328592.0,15449452898.0
Bắc mỏ Bạch Hồ,Bắc mỏ Bạch Hồ,Bắc mỏ Bạch Hồ,,,,
Chi phí lãi vay,Bắc mỏ Bạch Hồ > Chi phí lãi vay,Chi phí lãi vay,28.220.505.920,36.010.229.211,28220505920.0,36010229211.0
Trích trước chi phí xây dựng cơ bản dở dang,Bắc mỏ Bạch Hồ > Trích trước chi phí xây dựng cơ bản dở dang,Trích trước chi phí xây dựng cơ bản dở dang,2.460.568.067,110.180.281.549,2460568067.0,110180281549.0
Trích trước chi phí thuê vận hành giàn nén VSP,Bắc mỏ Bạch Hồ > Trích trước chi phí thuê vận hành giàn nén VSP,Trích trước chi phí thuê vận hành giàn nén VSP,-,11.328.509.402,,11328509402.0
Các khoản khác,Bắc mỏ Bạch Hồ > Các khoản khác,Các khoản khác,97.093.439.713,56.344.815.976,97093439713.0,56344815976.0
,,,3.950.248.963.072,1.184.508.998.173,3950248963072.0,1184508998173.0
Chi phí phải trả các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 42),Bắc mỏ Bạch Hồ > Chi phí phải trả các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 42),Chi phí phải trả các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 42),944.745.923.253,876.225.202.963,944745923253.0,876225202963.0
