row_label_raw,row_label_full,col_0,31/12/2015,31/12/2014,numeric__31/12/2015,numeric__31/12/2014
,,,VND,VND,,
Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,5.438.838.938.479,5.175.713.543.600,5438838938479.0,5175713543600.0
Nhà máy xử lý khí Cà Mau,Nhà máy xử lý khí Cà Mau,Nhà máy xử lý khí Cà Mau,9.917.447.008.595,10.430.564.543.207,9917447008595.0,10430564543207.0
Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,33.182.844.683.587,31.594.192.545.801,33182844683587.0,31594192545801.0
Đường ống dẫn khí Nam Côn Sơn 2,Đường ống dẫn khí Nam Côn Sơn 2,Đường ống dẫn khí Nam Côn Sơn 2,3.435.414.728.298,5.445.186.581.595,3435414728298.0,5445186581595.0
Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình lô 102 và 106,Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình lô 102 và 106,Dự án thu gom và phân phối khí mô Hàm Rồng và Thái Bình lô 102 và 106,-,338.060.131.198,,338060131198.0
Công trình Mở rộng hệ thống thu gom khí mô Rồng giai đoạn 1,Công trình Mở rộng hệ thống thu gom khí mô Rồng giai đoạn 1,Công trình Mở rộng hệ thống thu gom khí mô Rồng giai đoạn 1,-,420.023.419.160,,420023419160.0
Dự án phân phối khí thấp áp Khu công nghiệp Tiền Hải - Thái Bình,Dự án phân phối khí thấp áp Khu công nghiệp Tiền Hải - Thái Bình,Dự án phân phối khí thấp áp Khu công nghiệp Tiền Hải - Thái Bình,-,194.560.994.093,,194560994093.0
Dự án hệ thống phân phối khí thấp áp cho các khu công nghiệp khu vực Bắc Bộ,Dự án hệ thống phân phối khí thấp áp cho các khu công nghiệp khu vực Bắc Bộ,Dự án hệ thống phân phối khí thấp áp cho các khu công nghiệp khu vực Bắc Bộ,,394.560.994.093,,394560994093.0
Dự án tổng kho Đà Nẵng,Dự án tổng kho Đà Nẵng,Dự án tổng kho Đà Nẵng,-,81.054.249.336,,81054249336.0
Khác,Khác,Khác,27.248.042.187,61.061.250.127,27248042187.0,61061250127.0
,,,52.001.793.401.146,54.134.978.252.209,52001793401146.0,54134978252209.0
