row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết nằm giữ,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết nằm giữ,numeric__Hoạt động chính
Công ty Cổ phần Kinh doanh Khí hóa lỏng miền Nam (PVGAS South) (i),Công ty Cổ phần Kinh doanh Khí hóa lỏng miền Nam (PVGAS South) (i),Công ty Cổ phần Kinh doanh Khí hóa lỏng miền Nam (PVGAS South) (i),TP HCM,"35,26%","35,26%",Phân phối khí hóa lỏng,,0.35259999999999997,0.35259999999999997,
Công ty Cổ phần Kinh doanh Khí hóa lỏng miền Bắc (PVGAS North) (i),Công ty Cổ phần Kinh doanh Khí hóa lỏng miền Bắc (PVGAS North) (i),Công ty Cổ phần Kinh doanh Khí hóa lỏng miền Bắc (PVGAS North) (i),Hà Nội,"35,88%","35,88%",Phân phối khí hóa lỏng,,0.3588,0.3588,
Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam (PVGAS D),Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam (PVGAS D),Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam (PVGAS D),TP HCM,"50,50%","50,50%",Phân phối khí thấp áp,,0.505,0.505,
Công ty Cổ phần Bọc ống Dầu khí Việt Nam (PV Coating),Công ty Cổ phần Bọc ống Dầu khí Việt Nam (PV Coating),Công ty Cổ phần Bọc ống Dầu khí Việt Nam (PV Coating),Vũng Tàu,"52,94%","52,94%",Kinh doanh dịch vụ bọc ống,,0.5294,0.5294,
Công ty Cổ phần Sản xuất ống thép Dầu khí Việt Nam (PV Pipe),Công ty Cổ phần Sản xuất ống thép Dầu khí Việt Nam (PV Pipe),Công ty Cổ phần Sản xuất ống thép Dầu khí Việt Nam (PV Pipe),Tiền Giang,"99,99%","99,99%",Sản xuất ống thép,,0.9998999999999999,0.9998999999999999,
