row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018
,,,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,4.011.741.161.610,732.898.500.000,,,4011741161610.0,732898500000.0
33,33,33,2. Tiền thu từ đi vay,,86.691.238.500,145.700.000.000,,,86691238500.0,145700000000.0
34,34,34,3. Tiền chỉ trả nợ gốc vay,,(1.360.000.000),(246.694.000.000),,,-1360000000.0,-246694000000.0
36,36,36,"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(700.031.543.900),(700.883.584.000),,,-700031543900.0,-700883584000.0
40,40,40,Lưu chuyển tiền thuần từ/ (sử dụng vào) hoạt động tài chính,,3.397.040.856.210,(68.979.084.000),,,3397040856210.0,-68979084000.0
50,50,50,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),,2.488.161.341.265,(188.740.234.983),,,2488161341265.0,-188740234983.0
60,60,60,Tiền và tương đương tiền đầu năm,,48.041.832.242,236.778.859.306,,,48041832242.0,236778859306.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,3.395.879,3.207.919,,,3395879.0,3207919.0
70,70,70,Tiền và tương đương tiền cuối năm,5,2.536.206.569.386,48.041.832.242,,5.0,2536206569386.0,48041832242.0
