row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
BVSC,BVSC,BVSC,Cổ tức đã nhậnDoanh thu dịch vụ CNTTDoanh thu phí đào tạoPhí dịch vụ chứng khoán,12.984.357.9003.146.570.96027.700.000(533.275.206),60.593.670.2002.284.640.394- (1.228.706.112),,,
BVInvest,BVInvest,BVInvest,Lợi nhuận được nhậnDoanh thu cho thuê văn phòng và khai thác bãi xeDoanh thu dịch vụ CNTTDoanh thu phí đào tạoThanh lý tài sản cổ địnhPhí quản lý tòa nhà và thủ lao ủy thác cho thuê văn phòngChi phí sửa chữa và các dịch vụ khácChi phí năng lượng,19.425.726.40861.422.725.504306.367.68320.000.000- (5.705.920.541)(4.813.352.203)(6.287.377.313),58.072.922.106222.952.001- 42.727.273(7.374.112.744)(4.275.503.814)(5.835.797.795),,,
