row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.100.202.947.982,1.062.920.177.106,1100202947982.0,1062920177106.0
"Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(1.108.188.368.742),(1.017.218.041.662),-1108188368742.0,-1017218041662.0
- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,(18.941.900.000),(45.941.900.000),-18941900000.0,-45941900000.0
- Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,(3.395.879),(3.207.919),-3395879.0,-3207919.0
Các khoản điều chỉnh tăng:- Chênh lệch tạm thời chi phí dự phòng tài chính,Các khoản điều chỉnh tăng:- Chênh lệch tạm thời chi phí dự phòng tài chính,Các khoản điều chỉnh tăng:- Chênh lệch tạm thời chi phí dự phòng tài chính,18.941.900.000,18.941.900.000,18941900000.0,18941900000.0
- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,86.406.705.635,9.568.791.326,86406705635.0,9568791326.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,78.417.888.996,28.267.718.851,78417888996.0,28267718851.0
Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,15.683.577.799,5.653.543.770,15683577799.0,5653543770.0
Điều chỉnh thuế phải trả các năm trước,Điều chỉnh thuế phải trả các năm trước,Điều chỉnh thuế phải trả các năm trước,202.419.638,-,202419638.0,
Thuế TNDN phải trả ước tính trong năm,Thuế TNDN phải trả ước tính trong năm,Thuế TNDN phải trả ước tính trong năm,15.885.997.437,5.653.543.770,15885997437.0,5653543770.0
Thuế TNDN (có thể thu hồi)/phải trả đầu năm,Thuế TNDN (có thể thu hồi)/phải trả đầu năm,Thuế TNDN (có thể thu hồi)/phải trả đầu năm,(2.274.542.522),6.571.913.708,-2274542522.0,6571913708.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(19.042.101.993),(14.500.000.000),-19042101993.0,-14500000000.0
Thuế TNDN có thể thu hồi cuối năm,Thuế TNDN có thể thu hồi cuối năm,Thuế TNDN có thể thu hồi cuối năm,(5.430.647.078),(2.274.542.522),-5430647078.0,-2274542522.0
