row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,70.790.285.715,69.127.202.835,70790285715.0,69127202835.0
Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,5.564.284.927,6.946.229.824,5564284927.0,6946229824.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,14.257.167.215,13.875.831.097,14257167215.0,13875831097.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",398.104.856,616.493.608,398104856.0,616493608.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,1.423.788.144,1.122.845.875,1423788144.0,1122845875.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,5.023.826.137,4.477.200.000,5023826137.0,4477200000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,72.899.792.719,76.238.612.549,72899792719.0,76238612549.0
"- Chi tuyên truyền, quảng cáo","- Chi tuyên truyền, quảng cáo","- Chi tuyên truyền, quảng cáo",9.724.057.457,9.470.767.631,9724057457.0,9470767631.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,25.828.210.153,25.850.294.716,25828210153.0,25850294716.0
- Chi khác,- Chi khác,- Chi khác,37.347.525.109,40.917.550.202,37347525109.0,40917550202.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,34.532.017.858,37.418.165.949,34532017858.0,37418165949.0
"- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí",15.537.037.759,16.926.207.927,15537037759.0,16926207927.0
"- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế",2.457.975.368,4.291.001.272,2457975368.0,4291001272.0
- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,5.853.700.216,6.254.716.168,5853700216.0,6254716168.0
- Chi khác,- Chi khác,- Chi khác,10.683.304.515,9.946.240.582,10683304515.0,9946240582.0
,,,204.889.267.571,209.822.581.737,204889267571.0,209822581737.0
