row_label_raw,row_label_full,"Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31 tháng 12 năm 2018 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 213.922.226.324 > 101.629.731.750 > (4.091.944.239),HNX > 69.901.560.000 > 286.238.316.000 > (11.137.882.996),Tổng > 283.823.786.324 > 387.868.047.750 > (15.229.827.235),numeric__HOSE > 213.922.226.324 > 101.629.731.750 > (4.091.944.239),numeric__HNX > 69.901.560.000 > 286.238.316.000 > (11.137.882.996),numeric__Tổng > 283.823.786.324 > 387.868.047.750 > (15.229.827.235)
Mức đồ đa dạng hóa VaR (95%),Mức đồ đa dạng hóa VaR (95%),Mức đồ đa dạng hóa VaR (95%),511.856.815,-,511.856.815,511856815.0,,511856815.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(9.149.865.478),(24.905.063.505),(34.054.928.983),-9149865478.0,-24905063505.0,-34054928983.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(19.192.919.747),(52.241.301.937),(71.434.221.684),-19192919747.0,-52241301937.0,-71434221684.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(64.957.601.010),(176.808.411.241),(241.766.012.251),-64957601010.0,-176808411241.0,-241766012251.0
