row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2018 > Phải thu VND,Ngày 31 tháng 12 năm 2018 > Phải nộp VND,Số phải nộp/(còn được khấu trừ)trong nămVND,Số (đã nộp)/đã khấu trừtrong nămVND,Ngày 31 tháng 12 năm 2019 > Phải thu VND,Ngày 31 tháng 12 năm 2019 > Phải nộp VND,numeric__Ngày 31 tháng 12 năm 2018 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2018 > Phải nộp VND,numeric__Số phải nộp/(còn được khấu trừ)trong nămVND,numeric__Số (đã nộp)/đã khấu trừtrong nămVND,numeric__Ngày 31 tháng 12 năm 2019 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2019 > Phải nộp VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,(2.274.542.522),-,15.885.997.437,(19.042.101.993),(5.430.647.078),-,-2274542522.0,,15885997437.0,-19042101993.0,-5430647078.0,
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,(24.247.602.976),-,(13.380.962.768),13.503.941.061,(24.124.624.683),-,-24247602976.0,,-13380962768.0,13503941061.0,-24124624683.0,
Thuế GTGT của dự án đầu tư,Thuế GTGT của dự án đầu tư,Thuế GTGT của dự án đầu tư,(24.024.779.890),-,(26.909.091),-,(24.051.688.981),-,-24024779890.0,,-26909091.0,,-24051688981.0,
Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,(222.823.086),-,(13.354.053.677),13.503.941.061,(72.935.702),-,-222823086.0,,-13354053677.0,13503941061.0,-72935702.0,
Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,-,1.254.021.580,8.101.443.686,(8.503.277.535),-,852.187.731,,1254021580.0,8101443686.0,-8503277535.0,,852187731.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,2.117.850.583,23.626.099.592,(17.953.169.026),-,7.790.781.149,,2117850583.0,23626099592.0,-17953169026.0,,7790781149.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,348.401.336,15.213.554.841,(15.426.539.481),-,135.416.696,,348401336.0,15213554841.0,-15426539481.0,,135416696.0
Tổng cộng,Tổng cộng,Tổng cộng,(26.522.145.498),3.720.273.499,49.446.132.788,(47.421.146.974),(29.555.271.761),8.778.385.576,-26522145498.0,3720273499.0,49446132788.0,-47421146974.0,-29555271761.0,8778385576.0
