row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND
Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,1.307.028.090.587,1.270.191.380.529,1307028090587.0,1270191380529.0
- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,1.199.489.760,1.533.079.800,1199489760.0,1533079800.0
- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,58.555.878.041,74.376.914.010,58555878041.0,74376914010.0
- Lãi trái phiếu,- Lãi trái phiếu,- Lãi trái phiếu,97.206.330.840,113.684.051.930,97206330840.0,113684051930.0
- Có tức và lợi nhuận được chia,- Có tức và lợi nhuận được chia,- Có tức và lợi nhuận được chia,1.108.188.368.742,1.017.218.041.662,1108188368742.0,1017218041662.0
- Lãi chênh lệch tỷ giá chưa thực hiện,- Lãi chênh lệch tỷ giá chưa thực hiện,- Lãi chênh lệch tỷ giá chưa thực hiện,3.395.879,3.207.919,3395879.0,3207919.0
- Lãi đầu tư chứng khoán,- Lãi đầu tư chứng khoán,- Lãi đầu tư chứng khoán,41.874.627.325,63.376.085.208,41874627325.0,63376085208.0
Dịch vụ đào tạo,Dịch vụ đào tạo,Dịch vụ đào tạo,3.679.222.088,6.834.187.554,3679222088.0,6834187554.0
Cho thuê văn phòng,Cho thuê văn phòng,Cho thuê văn phòng,70.639.466.934,64.872.225.031,70639466934.0,64872225031.0
Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,180.289.929.158,166.174.955.639,180289929158.0,166174955639.0
,,,1.561.636.708.767,1.508.072.748.753,1561636708767.0,1508072748753.0
