row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2019VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2018VND
Chi phí hoạt động tài chính,Chi phí hoạt động tài chính,Chi phí hoạt động tài chính,53.995.134.624,41.873.119.306,53995134624.0,41873119306.0
- Chi phí dự phòng giảm giá đầu tư,- Chi phí dự phòng giảm giá đầu tư,- Chi phí dự phòng giảm giá đầu tư,52.495.281.704,30.926.253.624,52495281704.0,30926253624.0
- Chi phí repo,- Chi phí repo,- Chi phí repo,-,9.464.634.432,,9464634432.0
- Chi phí lãi vay,- Chi phí lãi vay,- Chi phí lãi vay,991.648.926,-,991648926.0,
- Các chi phí tài chính khác,- Các chi phí tài chính khác,- Các chi phí tài chính khác,508.203.994,1.482.231.250,508203994.0,1482231250.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,64.488.706.208,61.799.548.498,64488706208.0,61799548498.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,49.188.044.854,36.883.896.579,49188044854.0,36883896579.0
Chi phí mua ngoài hoạt động CNTT,Chi phí mua ngoài hoạt động CNTT,Chi phí mua ngoài hoạt động CNTT,45.049.852.353,44.392.843.525,45049852353.0,44392843525.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,10.075.723.943,10.152.157.629,10075723943.0,10152157629.0
Chi phí đào tạo,Chi phí đào tạo,Chi phí đào tạo,2.090.248.211,4.920.093.523,2090248211.0,4920093523.0
Chi phí quản lý tòa nhà,Chi phí quản lý tòa nhà,Chi phí quản lý tòa nhà,4.413.435.932,5.951.809.978,4413435932.0,5951809978.0
Chi khác,Chi khác,Chi khác,27.911.887.760,29.341.919.735,27911887760.0,29341919735.0
,,,257.213.033.885,235.315.388.773,257213033885.0,235315388773.0
