row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2018,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2019,numeric__Ngày 31 tháng 12 năm 2018
100,100,100,A. TÀI SẢN NGÂN HẠN,,4.221.662.002.655,2.203.560.766.190,,,4221662002655.0,2203560766190.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,2.536.206.569.386,48.041.832.242,,5.0,2536206569386.0,48041832242.0
111,111,111,1. Tiền,,2.007.706.569.386,26.041.832.242,,,2007706569386.0,26041832242.0
112,112,112,2. Các khoản tương đương tiền,,528.500.000.000,22.000.000.000,,,528500000000.0,22000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,835.348.340.000,1.134.130.134.301,,,835348340000.0,1134130134301.0
121,121,121,1. Chứng khoán kinh doanh,6.1,55.334.361.164,672.115.840.325,,61.0,55334361164.0,672115840325.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6.1,(1.986.021.164),(155.427.606.024),,61.0,-1986021164.0,-155427606024.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,6.2,782.000.000.000,617.441.900.000,,62.0,782000000000.0,617441900000.0
130,130,130,III. Các khoản phải thu ngắn hạn,7,806.606.777.194,978.856.246.575,,7.0,806606777194.0,978856246575.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,795.953.747.025,963.714.774.950,,,795953747025.0,963714774950.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,661.735.640,418.455.750,,,661735640.0,418455750.0
136,136,136,3. Phải thu ngắn hạn khác,,9.991.294.529,14.723.015.875,,,9991294529.0,14723015875.0
150,150,150,IV. Tài sản ngắn hạn khác,,43.500.316.075,42.532.553.072,,,43500316075.0,42532553072.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,13.945.044.314,16.010.407.574,,8.0,13945044314.0,16010407574.0
152,152,152,2. Thuế GTGT được khấu trừ,14,24.124.624.683,24.247.602.976,,14.0,24124624683.0,24247602976.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,14,5.430.647.078,2.274.542.522,,14.0,5430647078.0,2274542522.0
200,200,200,B. TÀI SẢN DÀI HẠN,,13.997.899.824.048,11.564.012.972.478,,,13997899824048.0,11564012972478.0
220,220,220,I. Tài sản cố định,,696.946.985.439,418.209.103.694,,,696946985439.0,418209103694.0
221,221,221,1. Tài sản cố định hữu hình,9,390.065.178.555,355.385.543.795,,9.0,390065178555.0,355385543795.0
222,222,222,Nguyên giá,,804.392.195.140,721.122.347.143,,,804392195140.0,721122347143.0
223,223,223,Giá trị hao mòn lũy kế,,(414.327.016.585),(365.736.803.348),,,-414327016585.0,-365736803348.0
227,227,227,2. Tài sản cố định vô hình,10,306.881.806.884,62.823.559.899,,10.0,306881806884.0,62823559899.0
228,228,228,Nguyên giá,,417.183.772.501,159.243.252.699,,,417183772501.0,159243252699.0
229,229,229,Giá trị hao mòn lũy kế,,(110.301.965.617),(96.419.692.800),,,-110301965617.0,-96419692800.0
240,240,240,II. Tài sản dở dang dài hạn,,284.336.380.960,483.521.823.970,,,284336380960.0,483521823970.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,284.336.380.960,483.521.823.970,,11.0,284336380960.0,483521823970.0
250,250,250,III. Đầu tư tài chính dài hạn,,12.949.328.228.929,10.553.016.474.050,,,12949328228929.0,10553016474050.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,8.502.286.148.720,7.052.286.148.720,,63.0,8502286148720.0,7052286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.153.200.000.000,,63.0,2138200000000.0,2153200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,616.781.114.000,-,,63.0,616781114000.0,
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,6.3,(186.994.966.564),-,,63.0,-186994966564.0,
255,255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,6.2,1.879.055.932.773,1.347.530.325.330,,62.0,1879055932773.0,1347530325330.0
260,260,260,IV. Tài sản dài hạn khác,,67.288.228.720,109.265.570.764,,,67288228720.0,109265570764.0
261,261,261,1. Chi phí trả trước dài hạn,8,61.605.658.720,103.583.000.764,,8.0,61605658720.0,103583000764.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,24.2,5.682.570.000,5.682.570.000,,242.0,5682570000.0,5682570000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,18.219.561.826.703,13.767.573.738.668,,,18219561826703.0,13767573738668.0
