row_label_raw,row_label_full,col_0,Biến động của chỉ số thị trường,Ảnh hưởng lên lợi nhuận trước thuế của danh mục cổ phiếu niêm yết (*) (VND),numeric__Biến động của chỉ số thị trường,numeric__Ảnh hưởng lên lợi nhuận trước thuế của danh mục cổ phiếu niêm yết (*) (VND)
31 tháng 12 năm 2019,31 tháng 12 năm 2019,31 tháng 12 năm 2019,31 tháng 12 năm 2019,31 tháng 12 năm 2019,,
Kịch bản 1,31 tháng 12 năm 2019 > Kịch bản 1,Kịch bản 1,+10%,8.861.519.230,0.1,8861519230.0
Kịch bản 2,31 tháng 12 năm 2019 > Kịch bản 2,Kịch bản 2,-10%,(10.985.201.656),-0.1,-10985201656.0
31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,31 tháng 12 năm 2018,,
Kịch bản 1,31 tháng 12 năm 2018 > Kịch bản 1,Kịch bản 1,+10%,5.705.168.515,0.1,5705168515.0
Kịch bản 2,31 tháng 12 năm 2018 > Kịch bản 2,Kịch bản 2,-10%,(5.705.168.515),-0.1,-5705168515.0
