row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,"1. Tiền thu bán hàng, cung cấp dịch vụ và doanh thu khác- Thu lãi tiền gửi, lãi trái phiếu, lãi bán chứng khoán, cổ tức và lợi nhuận được chia- Tiến thu từ cung cấp dịch vụ khác",,1.751.875.279.653,1.270.621.391.781,,,1751875279653.0,1270621391781.0
02,02,02,"2. Tiền chi trả cho người cung cấp hàng hoá, dịch vụ",,1.430.682.841.719,1.026.342.909.033,,,1430682841719.0,1026342909033.0
03,03,03,3. Tiền chi trả cho người lao động,,321.192.437.934,244.278.482.748,,,321192437934.0,244278482748.0
05,05,05,4. Thuế thu nhập doanh nghiệp đã nộp,,(109.043.657.350),(147.926.021.282),,,-109043657350.0,-147926021282.0
06,06,06,5. Tiền thu khác từ hoạt động kinh doanh,,(116.586.255.985),(116.966.258.240),,,-116586255985.0,-116966258240.0
07,07,07,6. Tiền chi khác cho hoạt động kinh doanh,,(19.042.101.993),(14.500.000.000),,,-19042101993.0,-14500000000.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,34.239.919.870,44.919.245.501,,,34239919870.0,44919245501.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(164.199.852.682),(326.093.815.546),,,-164199852682.0,-326093815546.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.377.243.331.513,710.054.542.214,,,1377243331513.0,710054542214.0
20,20,20,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,20 > 21,21,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(141.571.487.906),(304.055.663.570),,,-141571487906.0,-304055663570.0
22,20 > 22,22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,207.500.000,78.397.273,,,207500000.0,78397273.0
23,20 > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.560.000.000.000),(748.000.000.000),,,-1560000000000.0,-748000000000.0
24,20 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,845.441.141.448,1.062.000.000.000,,,845441141448.0,1062000000000.0
25,20 > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(1.450.000.000.000),(890.995.000.000),,,-1450000000000.0,-890995000000.0
26,20 > 26,26,6. Tiền thu đầu tư góp vốn vào đơn vị khác,,19.800.000.000,51.156.573.100,,,19800000000.0,51156573100.0
30,20 > 30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(2.286.122.846.458),(829.815.693.197),,,-2286122846458.0,-829815693197.0
