row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,26.912.369.073.413,30.279.826.098.178,,,26912369073413.0,30279826098178.0
210,210,210,I. Các khoản phải thu dài hạn,,2.621.206.138.153,2.618.818.165.548,,,2621206138153.0,2618818165548.0
215,215,215,1. Phải thu về cho vay dài hạn,34,2.613.600.000.000,2.613.600.000.000,,34.0,2613600000000.0,2613600000000.0
216,216,216,2. Phải thu dài hạn khác,,7.606.138.153,5.218.165.548,,,7606138153.0,5218165548.0
220,220,220,II. Tài sản cố định,,399.239.509.059,44.678.856.460,,,399239509059.0,44678856460.0
221,221,221,1. Tài sản cố định hữu hình,12,363.124.554.561,32.251.976.018,,12.0,363124554561.0,32251976018.0
222,222,222,Nguyên giá,,402.892.898.032,56.476.687.298,,,402892898032.0,56476687298.0
223,223,223,Giá trị hao mòn lũy kế,,(39.768.343.471),(24.224.711.280),,,-39768343471.0,-24224711280.0
227,227,227,2. Tài sản cố định vô hình,13,36.114.954.498,12.426.880.442,,13.0,36114954498.0,12426880442.0
228,228,228,Nguyên giá,,42.542.425.931,15.228.071.386,,,42542425931.0,15228071386.0
229,229,229,Giá trị hao mòn lũy kế,,(6.427.471.433),(2.801.190.944),,,-6427471433.0,-2801190944.0
230,230,230,III. Bất động sản đầu tư,14,16.578.695.771.664,15.319.549.018.577,,14.0,16578695771664.0,15319549018577.0
231,231,231,1. Nguyên giá,,18.069.982.739.440,16.250.977.235.642,,,18069982739440.0,16250977235642.0
232,232,232,2. Giá trị hao mòn lũy kế,,(1.491.286.967.776),(931.428.217.065),,,-1491286967776.0,-931428217065.0
240,240,240,IV. Tài sản dở dang dài hạn,,1.469.550.325.308,6.365.666.314.697,,,1469550325308.0,6365666314697.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,1.469.550.325.308,6.365.666.314.697,,16.0,1469550325308.0,6365666314697.0
250,250,250,V. Đầu tư tài chính dài hạn,17,4.029.021.936.688,3.654.451.948.540,,17.0,4029021936688.0,3654451948540.0
252,252,252,"1. Đầu tư vào công ty liên kết, liên doanh",17.1,4.029.021.936.688,3.648.451.948.540,,171.0,4029021936688.0,3648451948540.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,17.2,-,6.000.000.000,,172.0,,6000000000.0
260,260,260,VI. Tài sản dài hạn khác,,1.814.655.392.541,2.276.661.794.356,,,1814655392541.0,2276661794356.0
261,261,261,1. Chi phí trả trước dài hạn,10,1.188.074.653.966,74.832.002.599,,10.0,1188074653966.0,74832002599.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,33.3,2.051.566.120,2.859.544.995,,333.0,2051566120.0,2859544995.0
268,268,268,3. Tài sản dài hạn khác,11,-,1.501.848.360.000,,11.0,,1501848360000.0
269,269,269,4. Lợi thế thương mại,18,624.529.172.455,697.121.886.762,,18.0,624529172455.0,697121886762.0
270,270,270,TỔNG CỘNG TÀI SẢN,,34.299.149.756.948,35.961.387.072.647,,,34299149756948.0,35961387072647.0
