row_label_raw,row_label_full,"Mã số 02. Khấu hao tài sản cố định hữu hình, bắt động sản đầu tư và hao môn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Khấu hao và hao môn (Thuyết minh số 12,13,14)Phân bổ lợi thế thương mại (Thuyết minh số 18)Lãi từ giao dịch mua rẻ",Năm nay > 664.269.974.52072.592.714.307-,Đơn vị tính: VND > Năm trước > 419.835.076.98723.254.023.422(126.695.368.227),numeric__Năm nay > 664.269.974.52072.592.714.307-,numeric__Đơn vị tính: VND > Năm trước > 419.835.076.98723.254.023.422(126.695.368.227)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,736.862.688.827,316.393.732.182,736862688827.0,316393732182.0
"Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định (Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17.1)Lãi từ thanh lý các khoản đầu tưÍhu nhập lãi tiền gửi, tiền cho vay, đặt cọc (I huyết minh số 27.2)","Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định (Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17.1)Lãi từ thanh lý các khoản đầu tưÍhu nhập lãi tiền gửi, tiền cho vay, đặt cọc (I huyết minh số 27.2)","Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định (Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17.1)Lãi từ thanh lý các khoản đầu tưÍhu nhập lãi tiền gửi, tiền cho vay, đặt cọc (I huyết minh số 27.2)",(2.067.949.805)(783.710.842.475)(618.499.330.337)(624.699.084.139),2.615.193.442(225.007.516.703)-(739.879.089.732),,
TỔNG CỘNG,"Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định (Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17.1)Lãi từ thanh lý các khoản đầu tưÍhu nhập lãi tiền gửi, tiền cho vay, đặt cọc (I huyết minh số 27.2) > TỔNG CỘNG",TỔNG CỘNG,(2.028.977.206.756),(962.271.412.993),-2028977206756.0,-962271412993.0
"Mã số 21 – Tiền chỉ để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bắt động sản tiềm năng","Mã số 21 – Tiền chỉ để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bắt động sản tiềm năng","Mã số 21 – Tiền chỉ để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bắt động sản tiềm năng",(863.531.229.249)(595.232.830.168),(2.393.170.263.981)(553.184.989.212),,
TỔNG CỘNG,"Mã số 21 – Tiền chỉ để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bắt động sản tiềm năng > TỔNG CỘNG",TỔNG CỘNG,(1.458.764.059.417),(2.946.355.253.193),-1458764059417.0,-2946355253193.0
Mã số 25 – Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về)Tiền chỉ mua công ty con mới (trừ đi số dư tiền của công ty con tại ngày mua)Mua thêm cổ phần của các công ty con hiện hữuThanh toán tiền đầu tư vốn cổ phần vào các đơn vị khácĐặt cọc để mua cổ phiếu của các đơn vị khác,Mã số 25 – Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về)Tiền chỉ mua công ty con mới (trừ đi số dư tiền của công ty con tại ngày mua)Mua thêm cổ phần của các công ty con hiện hữuThanh toán tiền đầu tư vốn cổ phần vào các đơn vị khácĐặt cọc để mua cổ phiếu của các đơn vị khác,Mã số 25 – Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về)Tiền chỉ mua công ty con mới (trừ đi số dư tiền của công ty con tại ngày mua)Mua thêm cổ phần của các công ty con hiện hữuThanh toán tiền đầu tư vốn cổ phần vào các đơn vị khácĐặt cọc để mua cổ phiếu của các đơn vị khác,-(12.000.000.000)(668.354.867.382)-,(4.686.764.725.643)--(243.728.422.500),,
TỔNG CỘNG,Mã số 25 – Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về)Tiền chỉ mua công ty con mới (trừ đi số dư tiền của công ty con tại ngày mua)Mua thêm cổ phần của các công ty con hiện hữuThanh toán tiền đầu tư vốn cổ phần vào các đơn vị khácĐặt cọc để mua cổ phiếu của các đơn vị khác > TỔNG CỘNG,TỔNG CỘNG,(680.354.867.382),(4.930.493.148.143),-680354867382.0,-4930493148143.0
"Mã số 26 – Tiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu do nhượng bán các khoản đầu tư vào công ty con, sau khi trừ số dư tiền tại công ty conTiền thu do nhượng bán các khoản đầu tư vào đơn vị khácThu lại tiền đặt cọc cho mục đích mua cổ phần của công ty conThu hồi tiền đặt cọc cho mục đích đầu tư vào các dự án bắt động sản","Mã số 25 – Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về)Tiền chỉ mua công ty con mới (trừ đi số dư tiền của công ty con tại ngày mua)Mua thêm cổ phần của các công ty con hiện hữuThanh toán tiền đầu tư vốn cổ phần vào các đơn vị khácĐặt cọc để mua cổ phiếu của các đơn vị khác > Mã số 26 – Tiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu do nhượng bán các khoản đầu tư vào công ty con, sau khi trừ số dư tiền tại công ty conTiền thu do nhượng bán các khoản đầu tư vào đơn vị khácThu lại tiền đặt cọc cho mục đích mua cổ phần của công ty conThu hồi tiền đặt cọc cho mục đích đầu tư vào các dự án bắt động sản","Mã số 26 – Tiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu do nhượng bán các khoản đầu tư vào công ty con, sau khi trừ số dư tiền tại công ty conTiền thu do nhượng bán các khoản đầu tư vào đơn vị khácThu lại tiền đặt cọc cho mục đích mua cổ phần của công ty conThu hồi tiền đặt cọc cho mục đích đầu tư vào các dự án bắt động sản",3.476.619.844.5156.000.000.000248.353.333.335127.216.681.342,----605.302.896.515----,3.4766198445156e+46,
TỔNG CỘNG,Mã số 25 – Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về)Tiền chỉ mua công ty con mới (trừ đi số dư tiền của công ty con tại ngày mua)Mua thêm cổ phần của các công ty con hiện hữuThanh toán tiền đầu tư vốn cổ phần vào các đơn vị khácĐặt cọc để mua cổ phiếu của các đơn vị khác > TỔNG CỘNG,TỔNG CỘNG,3.858.189.859.192,605.302.896.515,3858189859192.0,605302896515.0
