row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,7.386.780.683.535,5.681.560.974.469,,,7386780683535.0,5681560974469.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,1.697.770.643.584,396.464.888.952,,5.0,1697770643584.0,396464888952.0
111,111,111,1. Tiền,,396.770.643.584,386.739.888.952,,,396770643584.0,386739888952.0
112,112,112,2. Các khoản tương đương tiền,,1.301.000.000.000,9.725.000.000,,,1301000000000.0,9725000000.0
130,130,130,II. Các khoản phải thu ngắn hạn,,3.339.978.283.431,1.937.742.400.942,,,3339978283431.0,1937742400942.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,829.118.701.188,606.106.814.826,,61.0,829118701188.0,606106814826.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,112.430.599.662,523.475.630.758,,62.0,112430599662.0,523475630758.0
136,136,136,3. Phải thu ngắn hạn khác,7,2.460.532.042.477,840.289.725.995,,7.0,2460532042477.0,840289725995.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,"6.1, 7, 8",(62.103.059.896),(32.129.770.637),,,-62103059896.0,-32129770637.0
140,140,140,III. Hàng tồn kho,9,682.802.020.831,1.483.175.625.986,,9.0,682802020831.0,1483175625986.0
141,141,141,1. Hàng tồn kho,,682.802.020.831,1.483.175.625.986,,,682802020831.0,1483175625986.0
150,150,150,IV. Tài sản ngắn hạn khác,,1.666.229.735.689,1.864.178.058.589,,,1666229735689.0,1864178058589.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,134.128.817.640,185.387.335.646,,10.0,134128817640.0,185387335646.0
152,152,152,2. Thuế GTGT được khấu trừ,,53.325.440.560,134.706.074.199,,,53325440560.0,134706074199.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,7.316.363.452,535.475.282,,21.0,7316363452.0,535475282.0
155,155,155,4. Tài sản ngắn hạn khác,11,1.471.459.114.037,1.543.549.173 462,,11.0,1471459114037.0,
