row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,426.423.362,382.428.492,426423362.0,382428492.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,396.344.220.222,386.357.460.460,396344220222.0,386357460460.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,1.301.000.000.000,9.725.000.000,1301000000000.0,9725000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.697.770.643.584,396.464.888.952,1697770643584.0,396464888952.0
