row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,17.1,4.029.021.936.688,3.648.451.948.540,171.0,4029021936688.0,3648451948540.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,17.2,-,6.000.000.000,172.0,,6000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,4.029.021.936.688,3.654.451.948.540,,4029021936688.0,3654451948540.0
