row_label_raw,row_label_full,Bảng cân đối kế toán hợp nhất > Số cuối năm,Bảng cân đối kế toán hợp nhất > Số đầu năm,Đơn vị tính: VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm nay,Đơn vị tính: VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm trước,numeric__Bảng cân đối kế toán hợp nhất > Số đầu năm,numeric__Đơn vị tính: VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm nay,numeric__Đơn vị tính: VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm trước
2.051.566.120,2.051.566.120,2.051.566.120,982.854.557,1.068.711.563,(491.427.278),982854557.0,1068711563.0,-491427278.0
-,-,-,1.876.690.438,(1.876.690.438),1.876.690.436,1876690438.0,-1876690438.0,1876690436.0
2.051.566.120,2.051.566.120,2.051.566.120,2.859.544.995,,,2859544995.0,,
(41.649.016.587),(41.649.016.587),(41.649.016.587),(105.509.800.000),63.860.783.413,-,-105509800000.0,63860783413.0,
(231.135.395.575),(231.135.395.575),(231.135.395.575),(244.275.953.616),13.140.558.041,-,-244275953616.0,13140558041.0,
(10.635.532.701),(10.635.532.701),(10.635.532.701),(11.763.836.350),1.128.303.649,(11.763.836.351),-11763836350.0,1128303649.0,-11763836351.0
(283.419.944.863),(283.419.944.863),(283.419.944.863),(361.549.589.966),,,-361549589966.0,,
,,,,77.321.666.228,(10.378.573.193),,77321666228.0,-10378573193.0
