row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng,Số cuối năm > Tỷ lệ sở hữu,Số cuối năm > Giá trị (VND),Số đầu năm > Số lượng,Số đầu năm > Tỷ lệ sở hữu,Số đầu năm > Giá trị (VND),numeric__Số cuối năm > Số lượng,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Giá trị (VND),numeric__Số đầu năm > Số lượng,numeric__Số đầu năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Giá trị (VND)
"Đầu tư vào cổ phần của Công ty Cổ phầnBệnh viện Đa khoa Quốc tế Vinmec (""Công ty Vinmec"")","Đầu tư vào cổ phần của Công ty Cổ phầnBệnh viện Đa khoa Quốc tế Vinmec (""Công ty Vinmec"")","Đầu tư vào cổ phần của Công ty Cổ phầnBệnh viện Đa khoa Quốc tế Vinmec (""Công ty Vinmec"")",-,-,-,600.000,"0,41%",6.000.000.000,,,,600000.0,0.0040999999999999995,6000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,-,,,6.000.000.000,,,,,,6000000000.0
