row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án Vinhomes Star,Dự án Vinhomes Star,Dự án Vinhomes Star,423.119.239.394,3.014.105.136.978,423119239394.0,3014105136978.0
Dự án Vincom Bắc Ninh,Dự án Vincom Bắc Ninh,Dự án Vincom Bắc Ninh,292.944.453.570,261.266.168.755,292944453570.0,261266168755.0
Dự án Vincom Plaza Trà Vinh,Dự án Vincom Plaza Trà Vinh,Dự án Vincom Plaza Trà Vinh,139.556.964.057,3.803.359.719,139556964057.0,3803359719.0
Dự án Vincom Plaza Hậu Giang,Dự án Vincom Plaza Hậu Giang,Dự án Vincom Plaza Hậu Giang,115.769.011.486,14.724.622.974,115769011486.0,14724622974.0
Dự án TTTM Nam Long,Dự án TTTM Nam Long,Dự án TTTM Nam Long,130.000.000.000,-,130000000000.0,
Dự án Vincom Plaza Vĩnh Long,Dự án Vincom Plaza Vĩnh Long,Dự án Vincom Plaza Vĩnh Long,109.598.826.874,2.130.059.536,109598826874.0,2130059536.0
Dự án Vincom Maximark Biên Hòa,Dự án Vincom Maximark Biên Hòa,Dự án Vincom Maximark Biên Hòa,107.726.159.177,100.694.000.000,107726159177.0,100694000000.0
Dự án Vincom Plaza Tuy Hòa,Dự án Vincom Plaza Tuy Hòa,Dự án Vincom Plaza Tuy Hòa,58.746.857.709,6.567.000.000,58746857709.0,6567000000.0
Dự án Vincom Mega Mall Thảo Điền,Dự án Vincom Mega Mall Thảo Điền,Dự án Vincom Mega Mall Thảo Điền,-,1.512.611.165.827,,1512611165827.0
Dự án Vincom Center Phạm Ngọc Thạch,Dự án Vincom Center Phạm Ngọc Thạch,Dự án Vincom Center Phạm Ngọc Thạch,-,548.136.711.072,,548136711072.0
Dự án Vincom Plaza Gò Vấp,Dự án Vincom Plaza Gò Vấp,Dự án Vincom Plaza Gò Vấp,-,490.336.000.000,,490336000000.0
Dự án Vincom Plaza Buôn Ma Thuột,Dự án Vincom Plaza Buôn Ma Thuột,Dự án Vincom Plaza Buôn Ma Thuột,-,172.218.535.702,,172218535702.0
Dự án Vincom Quận 2,Dự án Vincom Quận 2,Dự án Vincom Quận 2,-,64.575.500.000,,64575500000.0
Dự án Condotel Riverfront Đà Nẵng,Dự án Condotel Riverfront Đà Nẵng,Dự án Condotel Riverfront Đà Nẵng,-,59.240.477.339,,59240477339.0
Dự án Vincom Plaza Bạc Liêu,Dự án Vincom Plaza Bạc Liêu,Dự án Vincom Plaza Bạc Liêu,-,28.228.070.000,,28228070000.0
Các dự án khác,Các dự án khác,Các dự án khác,92.088.813.041,87.029.506.795,92088813041.0,87029506795.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.469.550.325.308,6.365.666.314.697,1469550325308.0,6365666314697.0
