row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,9.615.764.625.070,21.077.365.567.707,,,9615764625070.0,21077365567707.0
310,310,310,I. Nợ ngắn hạn,,2.732.786.353.833,6.266.932.342.600,,,2732786353833.0,6266932342600.0
311,311,311,1. Phải trả người bán ngắn hạn,19,453.462.128.499,1.596.084.590.481,,19.0,453462128499.0,1596084590481.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,1.001.726.658.662,1.326.720.923.405,,20.0,1001726658662.0,1326720923405.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,69.898.475.574,467.420.911.887,,21.0,69898475574.0,467420911887.0
314,314,314,4. Phải trả người lao động,,7.159.513.795,576.326.060,,,7159513795.0,576326060.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,402.781.158.360,1.205.180.589.328,,22.0,402781158360.0,1205180589328.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,36.729.973.600,36.465.395.891,,24.0,36729973600.0,36465395891.0
319,319,319,7. Phải trả ngắn hạn khác,23,749.123.204.412,1.304.822.095.767,,23.0,749123204412.0,1304822095767.0
320,320,320,8. Vay ngắn hạn,25.1,6.470.632.184,326.765.352.277,,251.0,6470632184.0,326765352277.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,2.538.451.243,-,,,2538451243.0,
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,2.896.157.504,2.896.157.504,,,2896157504.0,2896157504.0
330,330,330,II. Nợ dài hạn,,6.882.978.271.237,14.810.433.225.107,,,6882978271237.0,14810433225107.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,24,92.194.087.312,78.698.524.146,,24.0,92194087312.0,78698524146.0
337,337,337,2. Phải trả dài hạn khác,23,551.324.610.424,449.722.489.994,,23.0,551324610424.0,449722489994.0
338,338,338,3. Vay và nợ dài hạn,25.2,5.954.349.028.639,13.913.221.946.003,,252.0,5954349028639.0,13913221946003.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,33.3,283.419.944.863,361.549.589.966,,333.0,283419944863.0,361549589966.0
342,342,342,5. Dự phòng phải trả dài hạn,,1.690.599.999,7.240.674.998,,,1690599999.0,7240674998.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,24.683.385.131.878,14.884.021.504.940,,,24683385131878.0,14884021504940.0
410,410,410,I. Vốn chủ sở hữu,26,24.683.385.131.878,14.884.021.504.940,,26.0,24683385131878.0,14884021504940.0
411,411,411,1. Vốn cổ phần đã phát hành,,21.091.724.950.000,14.172.245.470.000,,,21091724950000.0,14172245470000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,15.166.399.400.000,8.246.919.920.000,,,15166399400000.0,8246919920000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,5.925.325.550.000,5.925.325.550.000,,,5925325550000.0,5925325550000.0
412,412,412,2. Thặng dư vốn cổ phần,,1.788.492.262.669,98.197.697.689,,,1788492262669.0,98197697689.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,(58.419.891.967),28.460.061.494,,,-58419891967.0,28460061494.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.831.051.293.949,511.872.577.344,,,1831051293949.0,511872577344.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối/(lỗ) lũy kế đến cuối năm trước,,198.191.335.424,(131.836.480.829),,,198191335424.0,-131836480829.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.632.859.958.525,643.709.058.173,,,1632859958525.0,643709058173.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,26.1,30.536.517.227,73.245.698.413,,261.0,30536517227.0,73245698413.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,34.299.149.756.948,35.961.387.072.647,,,34299149756948.0,35961387072647.0
