row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân viên,Chi phí bán hàng > Chi phí nhân viên,Chi phí nhân viên,5.151.930.538,3.421.298.949,5151930538.0,3421298949.0
"Chi phí tư vấn, hoa hồng và môi giới","Chi phí bán hàng > Chi phí tư vấn, hoa hồng và môi giới","Chi phí tư vấn, hoa hồng và môi giới",183.461.115.756,30.475.012.284,183461115756.0,30475012284.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,115.002.805.464,100.025.379.570,115002805464.0,100025379570.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,45.561.245.982,42.252.624.224,45561245982.0,42252624224.0
,,,349.177.097.740,176.174.313.027,349177097740.0,176174313027.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên,Chi phí quản lý doanh nghiệp > Chi phí nhân viên,Chi phí nhân viên,65.432.465.720,18.290.288.991,65432465720.0,18290288991.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,29.973.289.259,25.758.888.909,29973289259.0,25758888909.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,158.523.574.636,150.020.707.586,158523574636.0,150020707586.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,73.385.398.377,33.010.950.606,73385398377.0,33010950606.0
,,,327.314.727.992,227.080.836.092,327314727992.0,227080836092.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,676.491.825.732,403.255.149.119,676491825732.0,403255149119.0
