row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,36.729.973.600,36.465.395.891,36729973600.0,36465395891.0
Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,92.194.087.312,78.698.524.146,92194087312.0,78698524146.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,128.924.060.912,115.163.920.037,128924060912.0,115163920037.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chưa thực hiện từ các bên liên quan (Thuyết minh số 34),Trong đó: > Doanh thu chưa thực hiện từ các bên liên quan (Thuyết minh số 34),Doanh thu chưa thực hiện từ các bên liên quan (Thuyết minh số 34),47.319.592.970,59.430.000.000,47319592970.0,59430000000.0
Doanh thu chưa thực hiện từ các bên khác,Trong đó: > Doanh thu chưa thực hiện từ các bên khác,Doanh thu chưa thực hiện từ các bên khác,81.604.467.942,55.733.920.037,81604467942.0,55733920037.0
