row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,6.385.888.582.258,5.958.136.734.179,,271.0,6385888582258.0,5958136734179.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,-,-,,271.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,6.385.888.582.258,5.958.136.734.179,,271.0,6385888582258.0,5958136734179.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(3.743.479.589.189),(3.951.189.054.513),,28.0,-3743479589189.0,-3951189054513.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.642.408.993.069,2.006.947.679.666,,,2642408993069.0,2006947679666.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,1.244.117.630.752,739.985.514.485,,272.0,1244117630752.0,739985514485.0
22,22,22,7. Chi phí tài chính,29,(1.261.481.289.086),(1.272.806.139.843),,29.0,-1261481289086.0,-1272806139843.0
23,23,23,Trong đó: Chi phí lãi vay,,(1.252.384.236.423),(1.248.473.410.725),,,-1252384236423.0,-1248473410725.0
24,24,24,8. Phần lãi trong công ty liên kết,17.1,783.710.842.475,225.007.516.703,,171.0,783710842475.0,225007516703.0
25,25,25,9. Chi phí bán hàng,30,(349.177.097.740),(176.174.313.027),,30.0,-349177097740.0,-176174313027.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,(327.314.727.992),(227.080.836.092),,30.0,-327314727992.0,-227080836092.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,2.732.264.351.478,1.295.879.421.892,,,2732264351478.0,1295879421892.0
31,31,31,12. Thu nhập khác,32,47.317.425.597,163.571.669.267,,32.0,47317425597.0,163571669267.0
32,32,32,13. Chi phí khác,32,(191.624.102.283),(132.592.721.819),,32.0,-191624102283.0,-132592721819.0
40,40,40,14. (Lỗ)/lợi nhuận khác,32,(144.306.676.686),30.978.947.448,,32.0,-144306676686.0,30978947448.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,2.587.957.674.792,1.326.858.369.340,,,2587957674792.0,1326858369340.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.2,(225.631.825.603),(226.581.427.217),,332.0,-225631825603.0,-226581427217.0
52,52,52,17. Thu nhập/(chỉ phí) thuế TNDN hoãn lại,33.3,77.321.666.228,(10.378.573.193),,333.0,77321666228.0,-10378573193.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,2.439.647.515.417,1.089.898.368.930,,,2439647515417.0,1089898368930.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,2.436.561.458.525,1.089.883.818.132,,,2436561458525.0,1089883818132.0
62,62,62,20. Lợi nhuận sau thuế thuộc về các cổ đông không kiểm soát,,3.086.056.892,14.550.798,,,3086056892.0,14550798.0
