row_label_raw,row_label_full,Bất động sản đầu tư,Tỷ VND,numeric__Tỷ VND
Hệ thống TTTM Vincom Center,Hệ thống TTTM Vincom Center,Hệ thống TTTM Vincom Center,13.001,13001.0
Hệ thống TTTM Vincom Mega Mall,Hệ thống TTTM Vincom Mega Mall,Hệ thống TTTM Vincom Mega Mall,10.617,10617.0
Hệ thống TTTM Vincom Plaza,Hệ thống TTTM Vincom Plaza,Hệ thống TTTM Vincom Plaza,4.416,4416.0
Các bất động sản đầu tư khác,Các bất động sản đầu tư khác,Các bất động sản đầu tư khác,283,283.0
