row_label_raw,row_label_full,Mã số,CHỈ TIÊU > BẢNG CẢN ĐỒI KẾ TOÁN HỢP NHẤT,CHỈ TIÊU > BẢNG CẢN ĐỒI KẾ TOÁN HỢP NHẤT_1,Ngày 31 tháng 12 năm 2015 (Đã được trình bày trước đây),Trình bày lại/Phân loại lại,Đơn vị tính: VNDNgày 31 tháng 12 năm 2015 (Được trình bày/phân loại lại),numeric__CHỈ TIÊU > BẢNG CẢN ĐỒI KẾ TOÁN HỢP NHẤT,numeric__CHỈ TIÊU > BẢNG CẢN ĐỒI KẾ TOÁN HỢP NHẤT_1,numeric__Ngày 31 tháng 12 năm 2015 (Đã được trình bày trước đây),numeric__Trình bày lại/Phân loại lại,numeric__Đơn vị tính: VNDNgày 31 tháng 12 năm 2015 (Được trình bày/phân loại lại)
131,131,131,Phải thu ngắn hạn của khách hàng,(1),576.729.911.326,29.376.903.500,606.106.814.826,,-1.0,576729911326.0,29376903500.0,606106814826.0
136,136,136,Phải thu ngắn hạn khác,(1),869.666.629.495,(29.376.903.500),840.289.725.995,,-1.0,869666629495.0,-29376903500.0,840289725995.0
269,269,269,Lợi thế thương mại,(3),645.518.596.762,51.603.290.000,697.121.886.762,,-3.0,645518596762.0,51603290000.0,697121886762.0
311,311,311,Phải trả người bán ngắn hạn,(2);(3),876.981.149.118,719.103.441.363,1.596.084.590.481,,,876981149118.0,719103441363.0,1596084590481.0
319,319,319,Phải trả ngắn hạn khác,(2),1.972.322.247.130,(667.500.151.363),1.304.822.095.767,,-2.0,1972322247130.0,-667500151363.0,1304822095767.0
