row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,84.356.917.939,135.407.511.660,84356917939.0,135407511660.0
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",54.924.838.619,97.718.332.032,54924838619.0,97718332032.0
Khác,Khác,Khác,29.432.079.320,37.689.179.628,29432079320.0,37689179628.0
Dài hạn,Dài hạn,Dài hạn,363.829.672.763,353.817.949.882,363829672763.0,353817949882.0
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",173.913.892.334,168.955.240.812,173913892334.0,168955240812.0
Tiền thuê đất trả trước,Tiền thuê đất trả trước,Tiền thuê đất trả trước,130.137.559.260,132.093.797.974,130137559260.0,132093797974.0
Phí bảo lãnh,Phí bảo lãnh,Phí bảo lãnh,14.306.490.534,15.083.305.942,14306490534.0,15083305942.0
"Chi phí môi giới, tiếp thị","Chi phí môi giới, tiếp thị","Chi phí môi giới, tiếp thị",11.421.828.503,10.721.565.516,11421828503.0,10721565516.0
Chi phí nhà mẫu dự án Lakeside,Chi phí nhà mẫu dự án Lakeside,Chi phí nhà mẫu dự án Lakeside,1.268.000.799,2.317.697.993,1268000799.0,2317697993.0
Khác,Khác,Khác,32.781.901.333,24.646.341.645,32781901333.0,24646341645.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,448.186.590.702,489.225.461.542,448186590702.0,489225461542.0
