row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1),numeric__Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 7.1)
Công ty Cổ phầnCơ khí và Nhôm kínhAnh Việt,Công ty Cổ phầnCơ khí và Nhôm kínhAnh Việt,Công ty Cổ phầnCơ khí và Nhôm kínhAnh Việt,Công ty liên kết,Cung cấp dịch vụCung cấp vật tư,4.899.554.565,-,,,4899554565.0,
Công ty Cổ phầnCơ khí và Nhôm kínhAnh Việt,Công ty Cổ phầnCơ khí và Nhôm kínhAnh Việt,Công ty Cổ phầnCơ khí và Nhôm kínhAnh Việt,Công ty liên kết,Cung cấp dịch vụCung cấp vật tư,-,24.269.179,,,,24269179.0
Công ty TNHHTiến Phát Đông Bắc,Công ty TNHHTiến Phát Đông Bắc,Công ty TNHHTiến Phát Đông Bắc,Công ty liên kết,Phí môi giới,1.100.452.134,35.436.884.421,,,1100452134.0,35436884421.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,6.000.006.699,35.461.153.600,,,6000006699.0,35461153600.0
