row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Số phát sinh trong năm > Tăng trong năm,Số phát sinh trong năm > Giảm trong năm,Số phát sinh trong năm > Phân loại lại,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng trong năm,numeric__Số phát sinh trong năm > Giảm trong năm,numeric__Số phát sinh trong năm > Phân loại lại,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,4.077.610.358.312,4.077.610.358.312,13.300.960.114.743,(12.810.318.519.001),174.185.922.080,4.742.437.876.134,4.742.437.876.134,4077610358312.0,4077610358312.0,13300960114743.0,-12810318519001.0,174185922080.0,4742437876134.0,4742437876134.0
Vay ngắn hạn từ ngân hàng(Thuyết minh số 24.1),Vay ngắn hạn từ ngân hàng(Thuyết minh số 24.1),Vay ngắn hạn từ ngân hàng(Thuyết minh số 24.1),3.871.983.393.117,3.871.983.393.117,13.298.574.114.743,(12.621.747.709.620),-,4.548.809.798.240,4.548.809.798.240,3871983393117.0,3871983393117.0,13298574114743.0,-12621747709620.0,,4548809798240.0,4548809798240.0
Vay bên khác(Thuyết minh số 24.2),Vay bên khác(Thuyết minh số 24.2),Vay bên khác(Thuyết minh số 24.2),12.422.598.040,12.422.598.040,2.386.000.000,(11.434.775.559),-,3.373.822.481,3.373.822.481,12422598040.0,12422598040.0,2386000000.0,-11434775559.0,,3373822481.0,3373822481.0
Vay dài hạn đến hạn trả(Thuyết minh số 24.3),Vay dài hạn đến hạn trả(Thuyết minh số 24.3),Vay dài hạn đến hạn trả(Thuyết minh số 24.3),193.204.367.155,193.204.367.155,-,(177.136.033.822),174.185.922.080,190.254.255.413,190.254.255.413,193204367155.0,193204367155.0,,-177136033822.0,174185922080.0,190254255413.0,190254255413.0
Dài hạn,Dài hạn,Dài hạn,264.052.970.669,264.052.970.669,151.117.155.102,(22.345.269.642),(174.185.922.080),218.638.934.049,218.638.934.049,264052970669.0,264052970669.0,151117155102.0,-22345269642.0,-174185922080.0,218638934049.0,218638934049.0
Vay dài hạn từ ngân hàng(Thuyết minh số 24.3),Vay dài hạn từ ngân hàng(Thuyết minh số 24.3),Vay dài hạn từ ngân hàng(Thuyết minh số 24.3),264.052.970.669,264.052.970.669,151.117.155.102,(22.345.269.642),(174.185.922.080),218.638.934.049,218.638.934.049,264052970669.0,264052970669.0,151117155102.0,-22345269642.0,-174185922080.0,218638934049.0,218638934049.0
Tổng cộng,Tổng cộng,Tổng cộng,4.341.663.328.981,4.341.663.328.981,13.452.077.269.845,(12.832.663.788.643),-,4.961.076.810.183,4.961.076.810.183,4341663328981.0,4341663328981.0,13452077269845.0,-12832663788643.0,,4961076810183.0,4961076810183.0
