row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Các khoản đặt cọc để mua dự án và căn hộ (*),Ngắn hạn > Các khoản đặt cọc để mua dự án và căn hộ (*),Các khoản đặt cọc để mua dự án và căn hộ (*),424.480.689.793,420.040.500.000,424480689793.0,420040500000.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,143.875.382.641,69.399.026.927,143875382641.0,69399026927.0
Phải thu từ thầu phụ,Ngắn hạn > Phải thu từ thầu phụ,Phải thu từ thầu phụ,140.915.686.605,77.014.544.091,140915686605.0,77014544091.0
Lãi phải thu từ bên khác,Ngắn hạn > Lãi phải thu từ bên khác,Lãi phải thu từ bên khác,86.821.849.393,55.352.526.284,86821849393.0,55352526284.0
Phải thu bên liên quan (Thuyết minh số 34),Ngắn hạn > Phải thu bên liên quan (Thuyết minh số 34),Phải thu bên liên quan (Thuyết minh số 34),52.337.439.525,24.411.822.816,52337439525.0,24411822816.0
"Các khoản ký quỹ, ký cược khác","Ngắn hạn > Các khoản ký quỹ, ký cược khác","Các khoản ký quỹ, ký cược khác",29.497.577.960,7.809.915.174,29497577960.0,7809915174.0
Lãi tiền gửi ngân hàng,Ngắn hạn > Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,4.114.913.666,7.822.351.743,4114913666.0,7822351743.0
Khác,Ngắn hạn > Khác,Khác,24.584.054.665,20.676.011.637,24584054665.0,20676011637.0
,,,906.627.594.248,682.526.698.672,906627594248.0,682526698672.0
Dự phòng nợ phải thu ngắn hạn khó đòi,Ngắn hạn > Dự phòng nợ phải thu ngắn hạn khó đòi,Dự phòng nợ phải thu ngắn hạn khó đòi,(27.821.015.281),(38.996.709.511),-27821015281.0,-38996709511.0
GIÁ TRỊ THUÀN,Ngắn hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,878.806.578.967,643.529.989.161,878806578967.0,643529989161.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Các khoản ký quỹ,Dài hạn > Các khoản ký quỹ,Các khoản ký quỹ,85.520.934.063,53.101.573.345,85520934063.0,53101573345.0
Khác,Dài hạn > Khác,Khác,1.648.445.846,2.313.853.812,1648445846.0,2313853812.0
,,,87.169.379.909,55.415.427.157,87169379909.0,55415427157.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,965.975.958.876,698.945.416.318,965975958876.0,698945416318.0
