row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),"14, 15, 16, 18",526.899.629.833,794.883.163.424,,,526899629833.0,794883163424.0
02,02,02,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),"14, 15, 16, 18",526.899.629.833,794.883.163.424,,,526899629833.0,794883163424.0
03,03,03,Dự phòng Lỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có góc ngoại tệ,30,252.441.863.660 18.440.787.017,245.794.599.491 155.573.668.839,,30.0,,
04,04,04,Dự phòng Lỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có góc ngoại tệ,30,252.441.863.660 18.440.787.017,245.794.599.491 155.573.668.839,,30.0,,
05,05,05,Lãi từ hoạt động đầu tư,30,73.246.401 (138.788.857.471),(84.878.689) (32.646.604.215),,30.0,,
06,06,06,Chi phí lãi vay,30,322.425.275.807,306.437.744.108,,30.0,322425275807.0,306437744108.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,981.491.945.247 (667.175.902.640),1.469.957.692.958 (1.983.610.743.327),,,,
09,09,09,Tăng các khoản phải thu,,981.491.945.247 (667.175.902.640),1.469.957.692.958 (1.983.610.743.327),,,,
10,09 > 10,10,Giảm (tăng) hàng tồn kho,,364.231.105.943 (815.963.874.333),(674.144.089.838),,,,-674144089838.0
11,09 > 11,11,(Giảm) tăng các khoản phải trả,,364.231.105.943 (815.963.874.333),1.591.757.580.182,,,,1591757580182.0
12,12,12,Giảm (tăng) chi phí trả trước,,41.038.870.840 (328.186.432.882),(54.133.339.998) (316.828.944.494),,,,
14,14,14,Tiền lãi vay đã trả,,41.038.870.840 (328.186.432.882),(54.133.339.998) (316.828.944.494),,,,
15,14 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,21,(147.640.543.653),(186.684.525.365),,21.0,-147640543653.0,-186684525365.0
17,14 > 17,17,Tiền chi khác cho hoạt động kinh doanh,21,(134.032.414.658),(28.763.878.742),,21.0,-134032414658.0,-28763878742.0
20,14 > 20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(706.237.246.136),(182.450.248.624),,,-706237246136.0,-182450248624.0
,,,II. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,14 > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(180.974.454.828),(297.834.059.316),,,-180974454828.0,-297834059316.0
22,22,22,Tiền thu từ thanh lý tài sản cố định,,30.089.695.848 (46.820.000.000),25.303.417.691 (117.145.751.018),,,,
23,23,23,Tiền chi cho vay,,30.089.695.848 (46.820.000.000),25.303.417.691 (117.145.751.018),,,,
24,23 > 24,24,Tiền thu hồi cho vay và tiền gửi ngân hàng,,122.256.087.751,672.466.802.374,,,122256087751.0,672466802374.0
25,23 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(95.910.423.111),(5.937.513.912),,,-95910423111.0,-5937513912.0
27,23 > 27,27,Tiền lãi và cổ tức nhận được,,6.729.720.900,47.555.992.513,,,6729720900.0,47555992513.0
30,23 > 30,30,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động đầu tư,,(164.629.373.440),324.408.888.332,,,-164629373440.0,324408888332.0
