row_label_raw,row_label_full,STT,Tên công ty liên kết,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Tên công ty liên kết,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
STT,STT,STT,Tên công ty liên kết,%sở hữu,VND,%sở hữu,VND,,,,,
1.,STT > 1.,1.,Công ty TNHH Tiến PhátĐồng Bắc (i),"49,98",168.110.055.568,"49,98",168.989.950.409,,49.98,168110055568.0,49.98,168989950409.0
2.,STT > 2.,2.,Công ty Cổ phần Kỹ thuậtJesco Hòa Bình (ii),"47,82",43.217.941.275,"47,82",53.945.462.410,,47.82,43217941275.0,47.82,53945462410.0
3.,STT > 3.,3.,Công ty Cổ phần 479 (iii),"22,22",35.420.934.367,-,-,,22.22,35420934367.0,,
4.,STT > 4.,4.,Công ty Cổ phần Cơ khí vàNhôm kính Anh Việt (iv),"46,93",27.581.251.630,"46,93",16.706.344.150,,46.93,27581251630.0,46.93,16706344150.0
5.,STT > 5.,5.,Công ty Cổ phần Chứngkhoán Sen Vàng (v),"42,53",17.507.680.419,"42,53",20.710.446.255,,42.53,17507680419.0,42.53,20710446255.0
6.,STT > 6.,6.,Công ty Cổ phần Trang tríNội thất Onwa Tech (vi),"30,17",4.554.407.421,-,-,,30.17,4554407421.0,,
7.,STT > 7.,7.,Công ty Cổ phần Kỹ thuậtHòa Bình Oseven,-,-,"47,92",55.612.509.091,,,,47.92,55612509091.0
,,,TỔNG CỘNG,,296.392.270.680,,315.964.712.315,,,296392270680.0,,315964712315.0
