row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,14.422.884.191.144,13.522.627.868.006,,,14422884191144.0,13522627868006.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,574.331.812.913,314.605.674.808,,5.0,574331812913.0,314605674808.0
111,111,111,1. Tiền,,547.238.611.414,227.495.897.243,,,547238611414.0,227495897243.0
112,112,112,2. Các khoản tương đương tiền,,27.093.201.499,87.109.777.565,,,27093201499.0,87109777565.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,16.158.000.902,108.740.599.939,,,16158000902.0,108740599939.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,6.1,16.158.000.902,108.740.599.939,,61.0,16158000902.0,108740599939.0
130,130,130,III. Các khoản phải thu ngắn hạn,,11.788.463.011.964,11.088.517.942.591,,,11788463011964.0,11088517942591.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,6.311.357.392.242,6.170.499.400.455,,71.0,6311357392242.0,6170499400455.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,708.692.616.424,493.486.097.663,,72.0,708692616424.0,493486097663.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,8,4.208.117.455.878,4.083.008.661.802,,8.0,4208117455878.0,4083008661802.0
135,135,135,4. Phải thu về cho vay ngắn hạn,9,39.788.770.189,49.582.611.638,,9.0,39788770189.0,49582611638.0
136,136,136,5. Phải thu ngắn hạn khác,10,906.627.594.248,682.526.698.672,,10.0,906627594248.0,682526698672.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,"7, 8, 9, 10, 11",(386.120.817.017),(390.585.527.639),,,-386120817017.0,-390585527639.0
140,140,140,IV. Hàng tồn kho,,1.909.221.422.841,1.840.740.536.382,,,1909221422841.0,1840740536382.0
141,141,141,1. Hàng tồn kho,12,1.936.487.069.103,1.868.102.405.845,,12.0,1936487069103.0,1868102405845.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,12,(27.265.646.262),(27.361.869.463),,12.0,-27265646262.0,-27361869463.0
150,150,150,V. Tài sản ngắn hạn khác,,134.709.942.524,170.023.114.286,,,134709942524.0,170023114286.0
151,151,151,1. Chi phí trả trước ngắn hạn,13,84.356.917.939,135.407.511.660,,13.0,84356917939.0,135407511660.0
152,152,152,2. Thuế GTGT được khấu trừ,,48.338.215.929,33.287.020.853,,,48338215929.0,33287020853.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,2.014.808.656,1.328.581.773,,21.0,2014808656.0,1328581773.0
