row_label_raw,row_label_full,Bên liên quan > Chi phí phải trả ngắn hạn (Thuyết minh số 22),Mối quan hệ > Chi phí phải trả ngắn hạn (Thuyết minh số 22),Nội dung nghiệp vụ > Chi phí phải trả ngắn hạn (Thuyết minh số 22),Số cuối năm > Chi phí phải trả ngắn hạn (Thuyết minh số 22),Số đầu năm > Chi phí phải trả ngắn hạn (Thuyết minh số 22),numeric__Mối quan hệ > Chi phí phải trả ngắn hạn (Thuyết minh số 22),numeric__Nội dung nghiệp vụ > Chi phí phải trả ngắn hạn (Thuyết minh số 22),numeric__Số cuối năm > Chi phí phải trả ngắn hạn (Thuyết minh số 22),numeric__Số đầu năm > Chi phí phải trả ngắn hạn (Thuyết minh số 22)
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty liên kết,Chi phí thầu phụ,50.338.648.986,85.778.690.403,,,50338648986.0,85778690403.0
Kỹ thuật Jesco Hòa Bình,Kỹ thuật Jesco Hòa Bình,Kỹ thuật Jesco Hòa Bình,Công ty liên kết,Chi phí thầu phụ,50.338.648.986,85.778.690.403,,,50338648986.0,85778690403.0
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,Chi phí thầu phụ,17.825.213.317,27.265.662.212,,,17825213317.0,27265662212.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,68.163.862.303,113.044.352.615,,,68163862303.0,113044352615.0
