row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,18.655.472.297.570,18.299.333.668.495,18655472297570.0,18299333668495.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng,Trong đó: > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,18.320.428.484.807,17.480.128.711.946,18320428484807.0,17480128711946.0
"Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền","Trong đó: > Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền","Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền",71.686.936.017,569.581.710.430,71686936017.0,569581710430.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,46.724.824.998,61.781.048.105,46724824998.0,61781048105.0
Doanh thu kinh doanh cơ sở hạ tầng,Trong đó: > Doanh thu kinh doanh cơ sở hạ tầng,Doanh thu kinh doanh cơ sở hạ tầng,49.060.578.958,41.906.680.007,49060578958.0,41906680007.0
Khác,Trong đó: > Khác,Khác,167.571.472.790,145.935.518.007,167571472790.0,145935518007.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(45.735.383.817),-,-45735383817.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,18.609.736.913.753,18.299.333.668.495,18609736913753.0,18299333668495.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng (*),Trong đó: > Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),18.320.407.636.007,17.480.128.711.946,18320407636007.0,17480128711946.0
"Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền","Trong đó: > Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền","Doanh thu chuyển nhượng bất động sản, căn hộ và đất nền",25.972.401.000,569.581.710.430,25972401000.0,569581710430.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,46.724.824.998,61.781.048.105,46724824998.0,61781048105.0
Doanh thu kinh doanh cơ sở hạ tầng,Trong đó: > Doanh thu kinh doanh cơ sở hạ tầng,Doanh thu kinh doanh cơ sở hạ tầng,49.060.578.958,41.906.680.007,49060578958.0,41906680007.0
Khác,Trong đó: > Khác,Khác,167.571.472.790,145.935.518.007,167571472790.0,145935518007.0
