row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn khác (Thuyết minh số 10),Mối quan hệ > Phải thu ngắn hạn khác (Thuyết minh số 10),Nội dung nghiệp vụ > Phải thu ngắn hạn khác (Thuyết minh số 10),Số cuối năm > Phải thu ngắn hạn khác (Thuyết minh số 10),Số đầu năm > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Mối quan hệ > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Số cuối năm > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Số đầu năm > Phải thu ngắn hạn khác (Thuyết minh số 10)
Ban lãnh đạo,Ban lãnh đạo,Ban lãnh đạo,,Tạm ứnglương,25.663.175.995,-,,,25663175995.0,
Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,Giám đốcCông ty con,Tạm ứng,12.208.376.537,15.081.563.561,,,12208376537.0,15081563561.0
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,Chi trả hộPhải thu cổ tứcThu khác,10.714.940.234817.042.82187.901.858,51.397.7911.715.757.449,,,1.0714940234817043e+27,5.1397791171575744e+17
Công ty Cổ phầnKỹ thuật Jesco Hòa Bình,Công ty Cổ phầnKỹ thuật Jesco Hòa Bình,Công ty Cổ phầnKỹ thuật Jesco Hòa Bình,Công ty liên kết,Chi trả hộ,1.986.002.080,280.082.590,,,1986002080.0,280082590.0
Ông Lê Quốc Duy,Ông Lê Quốc Duy,Ông Lê Quốc Duy,Thành viên Hội đồng quản trị,Tạm ứng,860.000.000,2.167.140.410,,,860000000.0,2167140410.0
Công ty TNHH Tiến PhátĐông Bắc,Công ty TNHH Tiến PhátĐông Bắc,Công ty TNHH Tiến PhátĐông Bắc,Công ty liên kết,Ký quỹChi trả hộ,---,5.000.000.00015.881.015,,,,5.00000000015881e+17
Ông Lê Việt Hưng,Ông Lê Việt Hưng,Ông Lê Việt Hưng,Cổ đông lớn,Tạm ứng,-,100.000.000,,,,100000000.0
