row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND Đã điều chỉnh lại
Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),200,,20.868.296.752.133,20.513.360.948.017,200.0,,20868296752133.0,20513360948017.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,47.611.240.582,27.521.499.922,210.0,,47611240582.0,27521499922.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,,36.068.203.527,19.862.629.851,211.0,,36068203527.0,19862629851.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,50.457.255.082,39.614.710.204,216.0,,50457255082.0,39614710204.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(38.914.218.027),(31.955.840.133),219.0,,-38914218027.0,-31955840133.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,15.646.073.853.005,15.229.017.706.516,220.0,,15646073853005.0,15229017706516.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,13.751.375.772.196,13.001.383.101.934,221.0,11.0,13751375772196.0,13001383101934.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,28.224.171.557.650,25.814.444.145.355,222.0,,28224171557650.0,25814444145355.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(14.472.795.785.454),(12.813.061.043.421),223.0,,-14472795785454.0,-12813061043421.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,1.894.698.080.809,2.227.634.604.582,227.0,12.0,1894698080809.0,2227634604582.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,2.372.949.231.584,2.664.435.645.296,228.0,,2372949231584.0,2664435645296.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(478.251.150.775),(436.801.040.714),229.0,,-478251150775.0,-436801040714.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,13,256.182.851.727,227.672.005.228,230.0,13.0,256182851727.0,227672005228.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,314.367.780.418,269.603.314.638,231.0,,314367780418.0,269603314638.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(58.184.928.691),(41.931.309.410),232.0,,-58184928691.0,-41931309410.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,604.702.429.151,700.390.839.066,240.0,,604702429151.0,700390839066.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,14,604.702.429.151,700.390.839.066,242.0,14.0,604702429151.0,700390839066.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6,2.380.992.710.474,2.957.565.396.228,250.0,6.0,2380992710474.0,2957565396228.0
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",252,,2.028.073.452.777,2.258.778.548.068,252.0,,2028073452777.0,2258778548068.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,355.674.275.616,348.451.680.616,253.0,,355674275616.0,348451680616.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(115.155.017.919),(116.164.832.456),254.0,,-115155017919.0,-116164832456.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,,112.400.000.000,466.500.000.000,255.0,,112400000000.0,466500000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,1.932.733.667.194,1.371.193.501.057,260.0,,1932733667194.0,1371193501057.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,15,1.913.707.367.823,1.343.739.655.115,261.0,15.0,1913707367823.0,1343739655115.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,11.057.162.186,10.466.947.341,262.0,,11057162186.0,10466947341.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,22.118.300,-,263.0,,22118300.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,7.947.018.885,11.646.837.223,268.0,,7947018885.0,11646837223.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,,-,5.340.061.378,269.0,,,5340061378.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,54.244.434.491.698,50.844.627.972.075,270.0,,54244434491698.0,50844627972075.0
