row_label_raw,row_label_full,col_0,1/1/2016Giá trị ghi sổ và sốcó khả năng trả nợVNDĐã điều chỉnh lại,Biến động trọng năm > TăngVND,Biến động trọng năm > GiảmVND,Biến động trọng năm > Phân loại lạiVND,Biến động trọng năm > Chênh lệchtỷ giáVND,31/12/2016Giá trị ghi sổ và sốcó khả năng trả nợVND,numeric__1/1/2016Giá trị ghi sổ và sốcó khả năng trả nợVNDĐã điều chỉnh lại,numeric__Biến động trọng năm > TăngVND,numeric__Biến động trọng năm > GiảmVND,numeric__Biến động trọng năm > Phân loại lạiVND,numeric__Biến động trọng năm > Chênh lệchtỷ giáVND,numeric__31/12/2016Giá trị ghi sổ và sốcó khả năng trả nợVND
Vay ngắn hạn (i),Vay ngắn hạn (i),Vay ngắn hạn (i),12.025.823.327.574,59.138.541.930.219,(64.810.927.165.925),34.640.841.658,39.811.491.725,6.427.890.425.251,12025823327574.0,59138541930219.0,-64810927165925.0,34640841658.0,39811491725.0,6427890425251.0
Vay dài hạn đếnhan trả (b),Vay dài hạn đếnhan trả (b),Vay dài hạn đếnhan trả (b),732.593.912.330,18.782.257.760,(774.796.908.705),634.028.145.644,(488.200.000),610.119.207.029,732593912330.0,18782257760.0,-774796908705.0,634028145644.0,-488200000.0,610119207029.0
,,,12.758.417.239.904,59.157.324.187.979,(65.585.724.074.630),6158.668.987.302,39.323.291.725,7.038.009.632.280,12758417239904.0,59157324187979.0,-65585724074630.0,6158668987302.0,39323291725.0,7038009632280.0
