row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Hoạt động chính,31/12/2016,31/12/2016_1,1/1/2016,1/1/2016_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2016,numeric__31/12/2016_1,numeric__1/1/2016,numeric__1/1/2016_1
STT,STT,STT,Tên Công ty,Địa chỉ,Hoạt động chính,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,,,,
Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,,,,,,,
28,Các công ty con thuộc Khối xăng dầu trực thuộc > 28,28,Công ty Xăng dầu B12 – Công ty TNHH MTV,Quảng Ninh,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
29,Các công ty con thuộc Khối xăng dầu trực thuộc > 29,29,Công ty TNHH MTV Xăng dầu KV2,TP Hồ Chí Minh,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
30,Các công ty con thuộc Khối xăng dầu trực thuộc > 30,30,Công ty Xăng dầu KV1 – Công ty TNHH MTV,Hà Nội,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
31,Các công ty con thuộc Khối xăng dầu trực thuộc > 31,31,Công ty Xăng dầu KV5 – Công ty TNHH MTV,Đà Nẵng,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
32,Các công ty con thuộc Khối xăng dầu trực thuộc > 32,32,Công ty Xăng dầu Tây Nam Bộ,Cần Thơ,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
33,Các công ty con thuộc Khối xăng dầu trực thuộc > 33,33,Công ty Xăng dầu Bà Rịa Vũng Tàu,Bà Rịa Vũng Tàu,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
34,Các công ty con thuộc Khối xăng dầu trực thuộc > 34,34,Công ty Xăng dầu Nghệ An,Nghệ An,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
35,Các công ty con thuộc Khối xăng dầu trực thuộc > 35,35,Công ty Xăng dầu Hà Nami Ninh,Nam Định,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
36,Các công ty con thuộc Khối xăng dầu trực thuộc > 36,36,Công ty Xăng dầu Phú Khánh,Khánh Hòa,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
37,Các công ty con thuộc Khối xăng dầu trực thuộc > 37,37,Công ty Xăng dầu Hà Sơn Bình,Hà Nội,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
38,Các công ty con thuộc Khối xăng dầu trực thuộc > 38,38,Công ty Xăng dầu KV3 – Công ty TNHH MTV,Hải Phòng,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
39,Các công ty con thuộc Khối xăng dầu trực thuộc > 39,39,Công ty TNHH MTV Xăng dầu Vĩnh Long,Vĩnh Long,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
40,Các công ty con thuộc Khối xăng dầu trực thuộc > 40,40,Công ty Xăng dầu Bắc Tây Nguyên,Gia Lai,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
41,Các công ty con thuộc Khối xăng dầu trực thuộc > 41,41,Công ty Xăng dầu Bình Định,Bình Định,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
42,Các công ty con thuộc Khối xăng dầu trực thuộc > 42,42,Công ty Xăng dầu Thanh Hóa – Công ty TNHH MTV,Thanh Hóa,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
43,Các công ty con thuộc Khối xăng dầu trực thuộc > 43,43,Công ty TNHH MTV Xăng dầu Nam Tây Nguyên,Đắc Lak,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
44,Các công ty con thuộc Khối xăng dầu trực thuộc > 44,44,Công ty Xăng dầu Long An,Long An,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
45,Các công ty con thuộc Khối xăng dầu trực thuộc > 45,45,Công ty TNHH MTV Xăng dầu Cà Mau,Cà Mau,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
46,Các công ty con thuộc Khối xăng dầu trực thuộc > 46,46,Công ty TNHH MTV Xăng dầu Tiền Giang,Tiền Giang,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
47,Các công ty con thuộc Khối xăng dầu trực thuộc > 47,47,Công ty Xăng dầu Đông Nai,Đồng Nai,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
48,Các công ty con thuộc Khối xăng dầu trực thuộc > 48,48,Công ty Xăng dầu Bắc Thái,Thái Nguyên,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
49,Các công ty con thuộc Khối xăng dầu trực thuộc > 49,49,Công ty Xăng dầu Thừa Thiên Huế,Huế,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
50,Các công ty con thuộc Khối xăng dầu trực thuộc > 50,50,Công ty Xăng dầu Tây Ninh,Tây Ninh,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
51,Các công ty con thuộc Khối xăng dầu trực thuộc > 51,51,Công ty Xăng dầu Lào Cai,Lào Cai,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
52,Các công ty con thuộc Khối xăng dầu trực thuộc > 52,52,Công ty Xăng dầu Phú Thọ,Phú Thọ,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
53,Các công ty con thuộc Khối xăng dầu trực thuộc > 53,53,Công ty Xăng dầu Sông Bé – Công ty TNHH MTV,Bình Dương,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
54,Các công ty con thuộc Khối xăng dầu trực thuộc > 54,54,Công ty Xăng dầu Lâm Đồng,Lâm Đồng,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
55,Các công ty con thuộc Khối xăng dầu trực thuộc > 55,55,Công ty Xăng dầu Hà Tĩnh,Hà Tĩnh,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
56,Các công ty con thuộc Khối xăng dầu trực thuộc > 56,56,Công ty Xăng dầu Bến Tre,Bến Tre,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
57,Các công ty con thuộc Khối xăng dầu trực thuộc > 57,57,Công ty Xăng dầu Hà Bắc,Bắc Giang,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
58,Các công ty con thuộc Khối xăng dầu trực thuộc > 58,58,Công ty TNHH MTV Xăng dầu An Giang,An Giang,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
59,Các công ty con thuộc Khối xăng dầu trực thuộc > 59,59,Công ty Xăng dầu Quảng Trị,Quảng Trị,Kinh doanh xăng dầu,"100,00%","100,00%","100,00%","100,00%",,,,1.0,1.0,1.0,1.0
