row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,33.376.137.739.565,30.331.267.024.058,100.0,,33376137739565.0,30331267024058.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,11.353.600.192.147,11.288.673.192.851,110.0,5.0,11353600192147.0,11288673192851.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,4.342.083.888.717,4.420.237.954.995,111.0,,4342083888717.0,4420237954995.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,7.011.516.303.430,6.868.435.237.856,112.0,,7011516303430.0,6868435237856.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,6,2.653.613.962.495,1.979.339.742.276,120.0,6.0,2653613962495.0,1979339742276.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,79.115.638.400,69.664.542.050,121.0,,79115638400.0,69664542050.0
Dự phòng giảm giá chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(20.195.072.393),(18.406.180.952),122.0,,-20195072393.0,-18406180952.0
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,2.594.693.396.488,1.928.081.381.178,123.0,,2594693396488.0,1928081381178.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,6.918.359.545.312,7.060.157.629.356,130.0,,6918359545312.0,7060157629356.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,6.184.468.795.660,4.955.930.698.751,131.0,7.0,6184468795660.0,4955930698751.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,454.056.722.166,557.578.235.674,132.0,,454056722166.0,557578235674.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,8,703.404.307.083,1.957.664.495.494,136.0,8.0,703404307083.0,1957664495494.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(424.450.707.637),(412.233.325.185),137.0,,-424450707637.0,-412233325185.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,880.428.040,1.217.524.622,139.0,,880428040.0,1217524622.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,9,8.627.059.190.050,7.617.350.306.870,140.0,9.0,8627059190050.0,7617350306870.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,8.643.776.356.784,7.725.140.413.071,141.0,,8643776356784.0,7725140413071.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(16.717.166.734),(107.790.106.201),149.0,,-16717166734.0,-107790106201.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,3.823.504.849.561,2.385.746.152.705,150.0,,3823504849561.0,2385746152705.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,270.755.270.527,255.709.065.239,151.0,,270755270527.0,255709065239.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,277.155.321.710,312.958.868.845,152.0,,277155321710.0,312958868845.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,17,2.156.306.559.062,919.925.096.897,153.0,17.0,2156306559062.0,919925096897.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,10,1.119.287.698.262,897.153.121.724,155.0,10.0,1119287698262.0,897153121724.0
