row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Hoạt động chính,31/12/2016 > Giá gốc VND,31/12/2016 > Dự phòng VND,31/12/2016 > Giá trị hợp lý VND,1/1/2016 > Giá gốc VND Đã điều chỉnh lại,1/1/2016 > Dự phòng VND Đã điều chỉnh lại,1/1/2016 > Giá trị hợp lý VND,numeric__Tên công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2016 > Giá gốc VND,numeric__31/12/2016 > Dự phòng VND,numeric__31/12/2016 > Giá trị hợp lý VND,numeric__1/1/2016 > Giá gốc VND Đã điều chỉnh lại,numeric__1/1/2016 > Dự phòng VND Đã điều chỉnh lại,numeric__1/1/2016 > Giá trị hợp lý VND
1,1,1,Công ty Cổ phần Hóa dấu Quân đội,Hà Nội,Kinh doanh xăng dấu,50.000.000.000,-,(*),50.000.000.000,-,(*),,,,50000000000.0,,,50000000000.0,,
2,2,2,Ngân hàng TMCP Xuất nhập khẩu (Eximbank),TP Hồ Chí Minh,Kinh doanh dịch vụ ngân hàng,49.913.937.200,-,22.239.412.272,49.913.937.200,-,27.675.713.050,,,,49913937200.0,,22239412272.0,49913937200.0,,27675713050.0
3,3,3,Công ty Cổ phần An Phú,Hà Nội,Kinh doanh xăng dấu,110.724.000.000,(105.560.000.000),(*),110.724.000.000,(106.592.800.000),(*),,,,110724000000.0,-105560000000.0,,110724000000.0,-106592800000.0,
4,4,4,Các công ty khác,,,145.036.338.416,(8.107.914.744),(*),137.813.743.416,(7.292.822.830),(*),,,,145036338416.0,-8107914744.0,,137813743416.0,-7292822830.0,
,,,,,,355.674.275.616,(113.667.914.744),(*),348.451.680.616,(113.885.622.830),(*),,,,355674275616.0,-113667914744.0,,348451680616.0,-113885622830.0,
