row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,05,5.0
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,03 - 10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03 - 15,
