row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,2.203.296,2.137.305,,1.0,25.0,2203296.0,2137305.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,2.203.296,2.137.305,,10.0,,2203296.0,2137305.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,1.401.893,1.145.605,,11.0,26.0,1401893.0,1145605.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,801.403,991.700,,20.0,,801403.0,991700.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,28,1.113.581,462.330,,21.0,28.0,1113581.0,462330.0
6.,6.,6.,Chi phí tài chính,22,29,866.611,293.342,,22.0,29.0,866611.0,293342.0
,,,- Trong đó: Chi phí lãi vay và chi phí phát hành liên quan,23,,594.554,293.342,,23.0,,594554.0,293342.0
7.,7.,7.,Chi phí bán hàng,25,30,117.640,54.170,,25.0,30.0,117640.0,54170.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,30,128.481,76.575,,26.0,30.0,128481.0,76575.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,802.252,1.029.943,,30.0,,802252.0,1029943.0
10.,10.,10.,Thu nhập khác,31,,82.293,35.211,,31.0,,82293.0,35211.0
11.,11.,11.,Chi phí khác,32,,8.151,8.863,,32.0,,8151.0,8863.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,74.142,26.348,,40.0,,74142.0,26348.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,876.394,1.056.291,,50.0,,876394.0,1056291.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,188.879,197.987,,51.0,31.0,188879.0,197987.0
15.,15.,15.,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,14,(11.453),6.566,,52.0,14.0,-11453.0,6566.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,698.968,851.738,,60.0,,698968.0,851738.0
