row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Triệu VNDGiá trịcó thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Triệu VNDGiá trịcó thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Triệu VNDGiá trịcó thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Triệu VNDGiá trịcó thể thu hồi
Phải thu một khách hàng doanh nghiệp,Phải thu một khách hàng doanh nghiệp,Phải thu một khách hàng doanh nghiệp,57.163,-,57.845,38.019,57163.0,,57845.0,38019.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,178.654,130.957,170.356,134.559,178654.0,130957.0,170356.0,134559.0
,,,235.817,130.957,228.201,172.578,235817.0,130957.0,228201.0,172578.0
Số trích lập dự phòng,Số trích lập dự phòng,Số trích lập dự phòng,,104.860,,55.623,,104860.0,,55623.0
