row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,31.355.984,30.960.502,,200.0,,31355984.0,30960502.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,561,561,,210.0,,561.0,561.0
1.,1.,1.,Phải thu dài hạn khác,216,7,561,561,,216.0,7.0,561.0,561.0
II.,II.,II.,Tài sản cố định,220,,17.108,25.125,,220.0,,17108.0,25125.0
1.,1.,1.,Tài sản cố định hữu hình,221,9,4.510,7.095,,221.0,9.0,4510.0,7095.0
,,,- Nguyên giá,222,,23.278,23.068,,222.0,,23278.0,23068.0
,,,- Giá trị hao mòn lũy kế,223,,(18.768),(15.973),,223.0,,-18768.0,-15973.0
2.,2.,2.,Tài sản cố định vô hình,227,10,12.598,18.030,,227.0,10.0,12598.0,18030.0
,,,- Nguyên giá,228,,74.898,72.029,,228.0,,74898.0,72029.0
,,,- Giá trị hao mòn lũy kế,229,,(62.300),(53.999),,229.0,,-62300.0,-53999.0
III.,III.,III.,Bất động sản đầu tư,230,11,4.938.447,5.195.057,,230.0,11.0,4938447.0,5195057.0
,,,- Nguyên giá,231,,6.532.274,6.532.498,,231.0,,6532274.0,6532498.0
,,,- Giá trị hao mòn lũy kế,232,,(1.593.827),(1.337.441),,232.0,,-1593827.0,-1337441.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,23.965,18.372,,240.0,,23965.0,18372.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,,23.965,18.372,,242.0,,23965.0,18372.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,5,16.337.506,17.713.987,,250.0,5.0,16337506.0,17713987.0
1.,1.,1.,Đầu tư vào công ty con,251,,13.976.356,13.959.118,,251.0,,13976356.0,13959118.0
2.,2.,2.,Đầu tư góp vốn vào các thỏa thuận hợp tác đầu tư và kinh doanh,253,,2.361.150,3.754.869,,253.0,,2361150.0,3754869.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,10.038.397,8.007.400,,260.0,,10038397.0,8007400.0
1.,1.,1.,Chi phí trả trước dài hạn,261,12,104.531,103.117,,261.0,12.0,104531.0,103117.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,14,22.355,10.875,,262.0,14.0,22355.0,10875.0
3.,3.,3.,Tài sản dài hạn khác,268,13,9.911.511,7.893.408,,268.0,13.0,9911511.0,7893408.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,37.456.960,33.279.884,,270.0,,37456960.0,33279884.0
