row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu trực tiếp,Tỷ lệ quyền biểu quyết nắm giữ,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu trực tiếp,numeric__Tỷ lệ quyền biểu quyết nắm giữ,numeric__Hoạt động chính
1.,1.,1.,Công ty TNHH Vận hành Vincom Retail,Hà Nội,"100,00%","100,00%","Cho thuê trung tại mại, văn phòng, dịch vụ liên quan, bắt động sản và chơi giải trí",,,1.0,1.0,
2.,2.,2.,Công ty TNHH Đầu tư và Phát triển Đô thị Suối Hoa (i),Bắc Ninh,"100,00%","100,00%","Cho thuê trung tại mại, văn phòng, dịch vụ liên quan, bắt động sản và chơi giải trí",,,1.0,1.0,
3.,3.,3.,Công ty TNHH Vincom Retail Landmark 81,Hồ Chí Minh,"100,00%","100,00%","Cho thuê trung tại mại, văn phòng, dịch vụ liên quan, bắt động sản và chơi giải trí",,,1.0,1.0,
4.,4.,4.,Công ty TNHH Bắt động sản Vincom NCT (ii),Hà Nội,"99,99%","99,99%","Cho thuê trung tại mại, văn phòng, dịch vụ liên quan, bắt động sản và chơi giải trí",,,0.9998999999999999,0.9998999999999999,
5.,5.,5.,Công ty Cố phần Đầu tư Vincom Retail (iii),Hà Nội,Đã giải thể,Đã giải thể,"Sản xuất kinh doa xây dựng, kinh do động sản và xây c",,,,,
