row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Doanh thu cung cấp dịch vụ và cho thuê,Doanh thu cung cấp dịch vụ và cho thuê,Doanh thu cung cấp dịch vụ và cho thuê,Doanh thu cung cấp dịch vụ và cho thuê,Doanh thu cung cấp dịch vụ và cho thuê,,
Công ty TNHH Vận hành Vincom Retail,Doanh thu cung cấp dịch vụ và cho thuê > Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,482.120,391.066,482120.0,391066.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Doanh thu cung cấp dịch vụ và cho thuê > Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,70.578,70.090,70578.0,70090.0
Công ty Cổ phần Vinschool,Doanh thu cung cấp dịch vụ và cho thuê > Công ty Cổ phần Vinschool,Công ty Cổ phần Vinschool,1.190,4.198,1190.0,4198.0
Công ty Cổ phần Vinhomes,Doanh thu cung cấp dịch vụ và cho thuê > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,678,7.191,678.0,7191.0
,,,554.566,472.545,554566.0,472545.0
Chỉ phí mua hàng hóa và dịch vụ,Chỉ phí mua hàng hóa và dịch vụ,Chỉ phí mua hàng hóa và dịch vụ,Chỉ phí mua hàng hóa và dịch vụ,Chỉ phí mua hàng hóa và dịch vụ,,
Tập đoàn Vingroup - Công ty CP,Chỉ phí mua hàng hóa và dịch vụ > Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,127.344,105.751,127344.0,105751.0
Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Chỉ phí mua hàng hóa và dịch vụ > Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,105.711,47.876,105711.0,47876.0
