row_label_raw,row_label_full,Phải trả cho các bên liên quan (Chỉ tiết tại Thuyết minh số 33),Số cuối năm > Giá trị > 425.210,Số cuối năm > Triệu VND > Số có khả năng trả nợ > 425.210,Số đầu năm > Giá trị > 148.943,Số đầu năm > Triệu VND > Số có khả năng trả nợ > 148.943,numeric__Số cuối năm > Giá trị > 425.210,numeric__Số cuối năm > Triệu VND > Số có khả năng trả nợ > 425.210,numeric__Số đầu năm > Giá trị > 148.943,numeric__Số đầu năm > Triệu VND > Số có khả năng trả nợ > 148.943
Phải trả cho các bên khác,Phải trả cho các bên khác,Phải trả cho các bên khác,8.343,8.343,10.882,10.882,8343.0,8343.0,10882.0,10882.0
,,,433.553,433.553,159.825,159.825,433553.0,433553.0,159825.0,159825.0
