row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.457.531.478.868,1.216.921.723.818,,1.0,1457531478868.0,1216921723818.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,908.170.333.624,820.216.731.614,,2.0,908170333624.0,820216731614.0
2.,2. > 2.,2.,Các khoản dự phòng,03,78.768.534.028,46.159.768.609,,3.0,78768534028.0,46159768609.0
2.,2. > 2.,2.,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(5.157.815.318),(2.265.502.195),,4.0,-5157815318.0,-2265502195.0
2.,2. > 2.,2.,Lãi từ hoạt động đầu tư,05,(201.504.097.158),(146.158.399.497),,5.0,-201504097158.0,-146158399497.0
2.,2. > 2.,2.,Chi phí lãi vay,06,133.046.974.598,118.843.999.299,,6.0,133046974598.0,118843999299.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước,08,2.370.855.408.642,2.053.718.321.648,,8.0,2370855408642.0,2053718321648.0
3.,2. > 3.,3.,thav đổi vốn lưu động(Tăng) các khoản phải thu,09,(173.215.976.904),(68.732.620.165),,9.0,-173215976904.0,-68732620165.0
3.,2. > 3.,3.,(Tăng)/giảm hàng tồn kho,10,(96.176.353.918),30.259.445.875,,10.0,-96176353918.0,30259445875.0
3.,2. > 3.,3.,"Tăng các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)(Tăng) chi phí trả trước",11,296.070.588.179,398.475.819.436,,11.0,296070588179.0,398475819436.0
3.,2. > 3.,3.,"Tăng các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)(Tăng) chi phí trả trước",12,(275.773.859.692),(129.223.543.657),,12.0,-275773859692.0,-129223543657.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(88.498.158.336),(146.421.567.416),,14.0,-88498158336.0,-146421567416.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(172.067.279.637),(382.768.241.798),,15.0,-172067279637.0,-382768241798.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,374.664.913,367.273.809,,16.0,374664913.0,367273809.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(6.552.618.945),(4.395.927.722),,17.0,-6552618945.0,-4395927722.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.855.016.414.302,1.751.278.960.050,,20.0,1855016414302.0,1751278960050.0
II.,II.,II.,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(1.598.911.110.331),(654.783.551.825),,21.0,-1598911110331.0,-654783551825.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,195.454.545,318.181.819,,22.0,195454545.0,318181819.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(2.319.468.702.034),-,,23.0,-2319468702034.0,
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,-,207.209.138.551,,24.0,,207209138551.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,162.683.061.980,144.481.413.888,,27.0,162683061980.0,144481413888.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(3.755.501.295.840),(302.774.817.567),,30.0,-3755501295840.0,-302774817567.0
