row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,1.457.531.478.868,1.216.921.723.818,1457531478868.0,1216921723818.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ:,Trừ:,Trừ:,,,,
- Thu nhập không chịu thuế,Trừ: > - Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(5.246.532.582),(4.386.843.934),-5246532582.0,-4386843934.0
- Doanh thu chưa thực hiện chuyển sang,Trừ: > - Doanh thu chưa thực hiện chuyển sang,- Doanh thu chưa thực hiện chuyển sang,-,(128.002.148.207),,-128002148207.0
- Các khoản điều chỉnh làm giảm lợi nhuận trước thuế,Trừ: > - Các khoản điều chỉnh làm giảm lợi nhuận trước thuế,- Các khoản điều chỉnh làm giảm lợi nhuận trước thuế,25.494.698.720,(13.237.317.465),25494698720.0,-13237317465.0
- Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,Trừ: > - Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,- Giá vốn tương ứng doanh thu chưa thực hiện chuyển sang,-,48.470.706.869,,48470706869.0
- Lỗ chưa sử dụng,Trừ: > - Lỗ chưa sử dụng,- Lỗ chưa sử dụng,2.164.692.082,-,2164692082.0,
- Chuyển lỗ,Trừ: > - Chuyển lỗ,- Chuyển lỗ,(108.128.498.070),(38.260.469.296),-108128498070.0,-38260469296.0
Cộng:,Cộng:,Cộng:,,,,
- Chi phí không được khấu trừ,Cộng: > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,7.963.640.706,5.132.148.229,7963640706.0,5132148229.0
Thu nhập chịu thuế năm hiện hành,Cộng: > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,1.379.779.479.724,1.086.637.800.014,1379779479724.0,1086637800014.0
Thuế suất,Cộng: > Thuế suất,Thuế suất,20%,20%,0.2,0.2
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Cộng: > Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,275.955.895.945,217.327.560.003,275955895945.0,217327560003.0
Thuế thu nhập nộp thêm kỳ trước,Cộng: > Thuế thu nhập nộp thêm kỳ trước,Thuế thu nhập nộp thêm kỳ trước,-,771.516.378,,771516378.0
Thuế thu nhập doanh nghiệp đóng số Dự án Tân Thuận,Cộng: > Thuế thu nhập doanh nghiệp đóng số Dự án Tân Thuận,Thuế thu nhập doanh nghiệp đóng số Dự án Tân Thuận,246.950.082,-,246950082.0,
Thuế thu nhập doanh nghiệp hiện hành,Cộng: > Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,276.202.846.027,218.099.076.381,276202846027.0,218099076381.0
Thuế thu nhập doanh nghiệp hoãn lại (i),Cộng: > Thuế thu nhập doanh nghiệp hoãn lại (i),Thuế thu nhập doanh nghiệp hoãn lại (i),21.732.498.727,24.198.382.124,21732498727.0,24198382124.0
,,,297.935.344.754,242.297.458.505,297935344754.0,242297458505.0
