row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,22,8.854.832.868.640,7.677.901.203.174,,1.0,22.0,8854832868640.0,7677901203174.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,22,33.309.726.707,26.541.460.346,,2.0,22.0,33309726707.0,26541460346.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,8.821.523.141.933,7.651.359.742.828,,10.0,,8821523141933.0,7651359742828.0
4.,4.,4.,Giá vốn hàng bán,11,23,4.603.932.001.163,3.937.312.195.310,,11.0,23.0,4603932001163.0,3937312195310.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.217.591.140.770,3.714.047.547.518,,20.0,,4217591140770.0,3714047547518.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,25,211.037.774.319,149.685.869.073,,21.0,25.0,211037774319.0,149685869073.0
7.,7.,7.,Chi phí tài chính,22,26,145.704.744.354,121.507.804.809,,22.0,26.0,145704744354.0,121507804809.0
,,,- Trong đó: Chi phí lãi vay,23,,133.046.974.598,118.843.999.299,,23.0,,133046974598.0,118843999299.0
8.,8.,8.,Chi phí bán hàng,25,,959.987.030.807,683.624.741.456,,25.0,,959987030807.0,683624741456.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,,1.868.791.044.372,1.819.952.701.885,,26.0,,1868791044372.0,1819952701885.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.454.146.095.556,1.238.648.168.441,,30.0,,1454146095556.0,1238648168441.0
11.,11.,11.,Thu nhập khác,31,,8.522.722.094,17.560.716.363,,31.0,,8522722094.0,17560716363.0
12.,12.,12.,Chi phí khác,32,,5.137.338.782,39.287.160.986,,32.0,,5137338782.0,39287160986.0
13.,13.,13.,Lợi nhuận/(lỗ) khác (40=31-32),40,,3.385.383.312,(21.726.444.623),,40.0,,3385383312.0,-21726444623.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.457.531.478.868,1.216.921.723.818,,50.0,,1457531478868.0,1216921723818.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,27,276.202.846.027,218.099.076.381,,51.0,27.0,276202846027.0,218099076381.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,27,21.732.498.727,24.198.382.124,,52.0,27.0,21732498727.0,24198382124.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.159.596.134.114,974.624.265.313,,60.0,,1159596134114.0,974624265313.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của cổ đông Công ty mẹ,61,,1.049.347.341.503,872.344.968.203,,61.0,,1049347341503.0,872344968203.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,1,97.110,,62.0,,1.0,97110.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,28,,3.454,,70.0,28.0,,3454.0
