row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐÕI Kế TOÁN HỢP NHẤT,BÀNG CÂN ĐÕI Kế TOÁN HỢP NHẤT,BÀNG CÂN ĐÕI Kế TOÁN HỢP NHẤT,5 - 6,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CÂN ĐÕI Kế TOÁN HỢP NHẤT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,7,7.0
BÁO CÁO LƯU CHUYÊN TIỀN Tệ HỢP NHẤT,BÀNG CÂN ĐÕI Kế TOÁN HỢP NHẤT > BÁO CÁO LƯU CHUYÊN TIỀN Tệ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIỀN Tệ HỢP NHẤT,8,8.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,9 - 31,
