row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Vay (TM số 15),Vay (TM số 15),Vay (TM số 15),Vay (TM số 15),Vay (TM số 15),Vay (TM số 15),Vay (TM số 15),,,,
Nam Phan,Vay (TM số 15) > Nam Phan,Nam Phan,Công ty con,Vay,269.426.165.000,614.000.000.000,,,269426165000.0,614000000000.0
Nguyên Sơn,Vay (TM số 15) > Nguyên Sơn,Nguyên Sơn,Công ty con,Vay,264.764.754.348,585.050.502.548,,,264764754348.0,585050502548.0
Nam Long ADC,Vay (TM số 15) > Nam Long ADC,Nam Long ADC,Công ty con,Vay,81.000.000.000,29.000.000.000,,,81000000000.0,29000000000.0
Nam Long - Hồng Phát,Vay (TM số 15) > Nam Long - Hồng Phát,Nam Long - Hồng Phát,Công ty con,Vay,44.975.550.326,20.000.000.000,,,44975550326.0,20000000000.0
,,,,,660.166.469.674,1.248.050.502.548,,,660166469674.0,1248050502548.0
Chi phí phải trả ngắn hạn (TM số 13),Chi phí phải trả ngắn hạn (TM số 13),Chi phí phải trả ngắn hạn (TM số 13),Chi phí phải trả ngắn hạn (TM số 13),Chi phí phải trả ngắn hạn (TM số 13),Chi phí phải trả ngắn hạn (TM số 13),Chi phí phải trả ngắn hạn (TM số 13),,,,
Nam Phan,Chi phí phải trả ngắn hạn (TM số 13) > Nam Phan,Nam Phan,Công ty con,Lãi vay,68.709.360.657,37.535.722.219,,,68709360657.0,37535722219.0
Nguyên Sơn,Chi phí phải trả ngắn hạn (TM số 13) > Nguyên Sơn,Nguyên Sơn,Công ty con,Lãi vay,55.660.483.961,30.954.643.685,,,55660483961.0,30954643685.0
Nam Long Hồng Phát,Chi phí phải trả ngắn hạn (TM số 13) > Nam Long Hồng Phát,Nam Long Hồng Phát,Công ty con,Lãi vay,4.402.252.312,1.520.555.555,,,4402252312.0,1520555555.0
Nam Long ADC,Chi phí phải trả ngắn hạn (TM số 13) > Nam Long ADC,Nam Long ADC,Công ty con,Lãi vay,1.753.000.000,1.185.795.000,,,1753000000.0,1185795000.0
,,,,,130.525.096.930,71.196.716.459,,,130525096930.0,71196716459.0
