row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.102.453.777.713,577.935.766.661,1102453777713.0,577935766661.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,220.490.755.542,115.587.153.332,220490755542.0,115587153332.0
Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,,
Chia lợi nhuận cho HĐHTKD,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Chia lợi nhuận cho HĐHTKD,Chia lợi nhuận cho HĐHTKD,-,3.466.721.175,,3466721175.0
Chi phí không có đủ chứng từ hợp lệ,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Chi phí không có đủ chứng từ hợp lệ,Chi phí không có đủ chứng từ hợp lệ,1.439.899.542,2.527.501.940,1439899542.0,2527501940.0
Chi phí chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trái phiếu chuyển đổi,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Chi phí chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trái phiếu chuyển đổi,Chi phí chênh lệch giữa lãi suất thực tế và lãi suất danh nghĩa liên quan đến phát hành trái phiếu chuyển đổi,1.289.239.073,1.181.440.047,1289239073.0,1181440047.0
Điều chỉnh thuế TNDN trích thiếu các năm trước,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Điều chỉnh thuế TNDN trích thiếu các năm trước,Điều chỉnh thuế TNDN trích thiếu các năm trước,-,314.276.536,,314276536.0
Chuyển lỗ từ những năm trước,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Chuyển lỗ từ những năm trước,Chuyển lỗ từ những năm trước,(2.622.170.562),,-2622170562.0,
Thu nhập từ cổ tức miễn thuế,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Thu nhập từ cổ tức miễn thuế,Thu nhập từ cổ tức miễn thuế,(204.246.276.866),(128.914.786.140),-204246276866.0,-128914786140.0
Thuế thu nhập hoãn lại chưa được ghi nhận,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Thuế thu nhập hoãn lại chưa được ghi nhận,Thuế thu nhập hoãn lại chưa được ghi nhận,-,2.622.170.562,,2622170562.0
Chi phí (thu nhập) thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Chi phí (thu nhập) thuế TNDN,Chi phí (thu nhập) thuế TNDN,16.351.446.729,(3.215.522.548),16351446729.0,-3215522548.0
