row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,943.101.614.309,1.110.864.835.094,943101614309.0,1110864835094.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu từ dịch vụ tổng thầu (""EPC"")","Trong đó: > Doanh thu từ dịch vụ tổng thầu (""EPC"")","Doanh thu từ dịch vụ tổng thầu (""EPC"")",676.004.734.070,698.626.633.136,676004734070.0,698626633136.0
"Doanh thu bán đất, căn hộ, nhà phố và biệt thư","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố và biệt thư","Doanh thu bán đất, căn hộ, nhà phố và biệt thư",174.665.309.064,261.890.973.875,174665309064.0,261890973875.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,92.431.571.175,150.347.228.083,92431571175.0,150347228083.0
Trừ,Trừ,Trừ,Trừ,Trừ,,
Hàng bán bị trả lại,Trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,-,(1.484.466.390),,-1484466390.0
Doanh thu thuần,Trừ > Doanh thu thuần,Doanh thu thuần,943.101.614.309,1.109.380.368.704,943101614309.0,1109380368704.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ dịch vụ EPC,Trong đó: > Doanh thu từ dịch vụ EPC,Doanh thu từ dịch vụ EPC,676.004.734.070,698.626.633.136,676004734070.0,698626633136.0
"Doanh thu bán đất, căn hộ, nhà phố và biệt thư","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố và biệt thư","Doanh thu bán đất, căn hộ, nhà phố và biệt thư",174.665.309.064,260.406.507.485,174665309064.0,260406507485.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,92.431.571.175,150.347.228.083,92431571175.0,150347228083.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên liên quan (TM số 23),Trong đó: > Doanh thu với bên liên quan (TM số 23),Doanh thu với bên liên quan (TM số 23),762.410.315.215,834.663.593.753,762410315215.0,834663593753.0
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,180.691.299.094,274.716.774.951,180691299094.0,274716774951.0
