row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi từ thanh lý tài sản cố định,Thu nhập khác > Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,272.727,-,272727.0,
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,541.257,933.629,541257.0,933629.0
,,,813.984,933.629,813984.0,933629.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Xóa số công nợ,Chi phí khác > Xóa số công nợ,Xóa số công nợ,22.510.084,8.579.577,22510084.0,8579577.0
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,1.951.736,200.000,1951736.0,200000.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,10.652.884,8.072.654,10652884.0,8072654.0
,,,35.114.704,16.852.231,35114704.0,16852231.0
Lỗ KHÁC,Chi phí khác > Lỗ KHÁC,Lỗ KHÁC,(34.300.720),(15.918.602),-34300720.0,-15918602.0
