row_label_raw,row_label_full,Tên,Chức vụ,Ngàn VND,Ngàn VND_1,numeric__Chức vụ,numeric__Ngàn VND,numeric__Ngàn VND_1
Tên,Tên,Tên,Chức vụ,Thu nhập (*),Thu nhập (*),,,
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Đoàn Nguyễn Đức,Tên > Ông Đoàn Nguyễn Đức,Ông Đoàn Nguyễn Đức,Chủ tịch HĐQT,2.574.084,2.662.428,,2574084.0,2662428.0
Ông Võ Trường Sơn,Ông Võ Trường Sơn,Ông Võ Trường Sơn,Thành viên HĐQT kiểm,,,,,
Ông Võ Trường Sơn,Ông Võ Trường Sơn > Ông Võ Trường Sơn,Ông Võ Trường Sơn,Tổng Giám đốc,2.129.349,2.214.202,,2129349.0,2214202.0
Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Thành viên HĐQT kiểm Phó,,,,,
Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh > Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Tổng Giám đốc,1.547.330,1.519.645,,1547330.0,1519645.0
Bà Hồ Thị Kim Chi,Bà Võ Thị Mỹ Hạnh > Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,1.271.810,1.286.281,,1271810.0,1286281.0
Bà Đỗ Trần Thủy Trang,Bà Võ Thị Mỹ Hạnh > Bà Đỗ Trần Thủy Trang,Bà Đỗ Trần Thủy Trang,Trường Ban Kiểm soát,766.299,715.560,,766299.0,715560.0
Ông Phạm Ngọc Châu,Bà Võ Thị Mỹ Hạnh > Ông Phạm Ngọc Châu,Ông Phạm Ngọc Châu,Thành viên Ban Kiểm soát,277.780,343.078,,277780.0,343078.0
Bà Võ Thị Huyền Lan,Bà Võ Thị Mỹ Hạnh > Bà Võ Thị Huyền Lan,Bà Võ Thị Huyền Lan,Thành viên HĐQT,256.500,243.000,,256500.0,243000.0
Ông Lê Hồng Phong,Bà Võ Thị Mỹ Hạnh > Ông Lê Hồng Phong,Ông Lê Hồng Phong,Thành viên Ban Kiểm soát,163.800,97.200,,163800.0,97200.0
Ông Trần Văn Dai,Bà Võ Thị Mỹ Hạnh > Ông Trần Văn Dai,Ông Trần Văn Dai,Thành viên HĐQT,108.000,-,,108000.0,
Các cá nhân khác,Bà Võ Thị Mỹ Hạnh > Các cá nhân khác,Các cá nhân khác,,1.535.698,1.252.707,,1535698.0,1252707.0
TỔNG CỘNG,Bà Võ Thị Mỹ Hạnh > TỔNG CỘNG,TỔNG CỘNG,,10.630.650,10.334.101,,10630650.0,10334101.0
