row_label_raw,row_label_full,col_0,Bảng cân đối kế toán tổng hợp,Bảng cân đối kế toán tổng hợp_1,Báo cáo kết quả hoạt động kinh doanh tổng hợp,Báo cáo kết quả hoạt động kinh doanh tổng hợp_1,numeric__Bảng cân đối kế toán tổng hợp,numeric__Bảng cân đối kế toán tổng hợp_1,numeric__Báo cáo kết quả hoạt động kinh doanh tổng hợp,numeric__Báo cáo kết quả hoạt động kinh doanh tổng hợp_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(1.810.289),605.157,(2.415.446),1.054.540,-1810289.0,605157.0,-2415446.0,1054540.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,-,-,-,(473.444),,,,-473444.0
(Thuế TNDN hoãn lại phải trả) Tài sản thuế TNDN hoãn lại,(Thuế TNDN hoãn lại phải trả) Tài sản thuế TNDN hoãn lại,(Thuế TNDN hoãn lại phải trả) Tài sản thuế TNDN hoãn lại,(1.810.289),605.157,,,-1810289.0,605157.0,,
(Chi phí) thu nhập thuế TNDN hoãn lại,(Chi phí) thu nhập thuế TNDN hoãn lại,(Chi phí) thu nhập thuế TNDN hoãn lại,,,(2.415.446),581.096,,,-2415446.0,581096.0
