row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi trả hộ,Ngắn hạn > Chi trả hộ,Chi trả hộ,1.427.720.380,831.598.722,1427720380.0,831598722.0
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,840.071.621,471.380.112,840071621.0,471380112.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,9.055.478,28.664.855,9055478.0,28664855.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,87.709.733,5.721.198,87709733.0,5721198.0
,,,2.364.557.212,1.337.364.887,2364557212.0,1337364887.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu lãi cho vay,Dài hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,183.453.746,233.466.561,183453746.0,233466561.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,514.680,514.680,514680.0,514680.0
,,,183.968.426,233.981.241,183968426.0,233981241.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.548.525.638,1.571.346.128,2548525638.0,1571346128.0
Dự phòng phải thu khác khó đòi,Dài hạn > Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,(890.159.464),(550.740.871),-890159464.0,-550740871.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.658.366.174,1.020.605.257,1658366174.0,1020605257.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn các bên liên quan (TM số 28),Trong đó: > Phải thu ngắn hạn các bên liên quan (TM số 28),Phải thu ngắn hạn các bên liên quan (TM số 28),2.108.070.702,1.253.800.247,2108070702.0,1253800247.0
Phải thu dài hạn các bên liên quan (TM số 28),Trong đó: > Phải thu dài hạn các bên liên quan (TM số 28),Phải thu dài hạn các bên liên quan (TM số 28),183.453.746,233.221.894,183453746.0,233221894.0
Phải thu các bên thứ ba,Trong đó: > Phải thu các bên thứ ba,Phải thu các bên thứ ba,257.001.190,84.323.987,257001190.0,84323987.0
Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi:,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi:,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi:,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi:,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi:,,
,,,Năm nay,Ngàn VND Năm trước,,
Số đầu năm,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi: > Số đầu năm,Số đầu năm,550.740.871,150.300.795,550740871.0,150300795.0
Cộng: Dự phòng lập trong năm,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi: > Cộng: Dự phòng lập trong năm,Cộng: Dự phòng lập trong năm,652.365.714,495.359.596,652365714.0,495359596.0
Trừ: Hoàn nhập dự phòng trong năm,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi: > Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(312.947.121),(89.104.304),-312947121.0,-89104304.0
Trừ: Xóa số dự phòng lập trong năm,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi: > Trừ: Xóa số dự phòng lập trong năm,Trừ: Xóa số dự phòng lập trong năm,-,(5.815.216),,-5815216.0
Số cuối năm,Chi tiết tinh hình tăng/(giảm) dự phòng phải thu khác khó đòi: > Số cuối năm,Số cuối năm,890.159.464,550.740.871,890159464.0,550740871.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,890.159.464,512.622.164,890159464.0,512622164.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,-,38.118.707,,38118707.0
