row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.918.893,11.707.153,1918893.0,11707153.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,395.561,828.048,395561.0,828048.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,33.850,811.896,33850.0,811896.0
,,,2.348.304,13.347.097,2348304.0,13347097.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,34.781.844,35.831.843,34781844.0,35831843.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,24.389.018,17.313.438,24389018.0,17313438.0
Chi phí khấu hao và hao mòn,Chi phí quản lý doanh nghiệp > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,4.386.213,6.096.903,4386213.0,6096903.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,(953.308.718),26.525.786,-953308718.0,26525786.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,18.736.904,2.072.392,18736904.0,2072392.0
,,,(871.014.739),87.840.362,-871014739.0,87840362.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,(868.666.435),101.187.459,-868666435.0,101187459.0
